0.635641677,0.406925032,0.385959339,0.530495553,0.037484117,0.575285896,0.637547649,0.000635324
0.820520966,0.375158831,0.343074968,0.337992376,0.855146125,0.835768742,0.209021601,0.000317662
0.43202033,0.437420584,0.452350699,0.42249047,0.495870394,0.871664549,0.708068615,0.000952986
0.415501906,0.437738247,0.452668361,0.422808132,0.478398983,0.792884371,0.436467598,0.001270648
0.020330368,0.084180432,0.059402795,0.054637865,0.032401525,0.118805591,0.048284625,0.002223634
0.790660737,0.444726811,0.397395172,0.524142313,0.193773825,0.785260483,0.561626429,0.001905972
0.432337992,0.438055909,0.452986023,0.423125794,0.496188056,0.793202033,0.708386277,0.00158831
0.556861499,0.727128335,0.464104193,0.68519695,0.623252859,0.790978399,0.81321474,0.002541296
0.333227446,0.414866582,0.590533672,0.486340534,0.392312579,0.575603558,0.637865311,0.002858958
0.017789072,0.116264295,0.193773825,0.166772554,0.032719187,0.014930114,0.075285896,0.005082592
0.119758577,0.061308767,0.033036849,0.079415502,0.088945362,0.144536213,0.027318933,0.005400254
0.432655654,0.391041931,0.629288437,0.538119441,0.496505718,0.57592122,0.638182973,0.00317662
0.066073698,0.064485388,0.092121982,0.100381194,0.09974587,0.450762389,0.522236341,0.00476493
0.134688691,0.786531131,0.826874206,0.786848793,0.184243964,0.698538755,0.725540025,0.004129606
0.101651842,0.197585769,0.169949174,0.220457433,0.139771283,0.622299873,0.561944091,0.004447268
0.00476493,0.00952986,0.010165184,0.00794155,0.013341804,0.279860229,0.35133418,0.008259212
0.415819568,0.438373571,0.453303685,0.423443456,0.478716645,0.663278272,0.43678526,0.003811944
0.072426938,0.137865311,0.316073698,0.227128335,0.106734435,0.015247776,0.075603558,0.00635324
0.692503177,0.547331639,0.578780178,0.533989835,0.750952986,0.836086404,0.84815756,0.003494282
0.333545108,0.340851334,0.31480305,0.315120712,0.392630241,0.627064803,0.807496823,0.006670902
0.143265565,0.372617535,0.32592122,0.328462516,0.184561626,0.663595934,0.188691233,0.008576874
0.574968234,0.727445997,0.297013977,0.685514612,0.646759848,0.688055909,0.719504447,0.005717916
0.568932656,0.727763659,0.320520966,0.722998729,0.639135959,0.688373571,0.719822109,0.006035578
0.289390089,0.873888183,0.799872935,0.871982211,0.35133418,0.652477764,0.690597205,0.007306226
0.344027954,0.415184244,0.578144854,0.48252859,0.404383736,0.350063532,0.450127065,0.00794155
0.59656925,0.474269377,0.499682338,0.462833545,0.673761118,0.871982211,0.708703939,0.006988564
0.163278272,0.003494282,0.018424396,0.01270648,0.003494282,0.698221093,0.208703939,0.013977128
0.569250318,0.477128335,0.506670902,0.466963151,0.639453621,0.866581957,0.437102922,0.007623888
0.613405337,0.814485388,0.524142313,0.689326557,0.168678526,0.680114358,0.562261753,0.008894536
0.008894536,0.152795426,0.114358323,0.131194409,0.01747141,0.287801779,0.358640407,0.013341804
0.263977128,0.391359593,0.538119441,0.438373571,0.318932656,0.350381194,0.450444727,0.00952986
0.002858958,0.017789072,0.016518424,0.019377382,0.007623888,0.280177891,0.351651842,0.015247776
0.054637865,0.034942821,0.092757306,0.047013977,0.084180432,0.015565438,0.07592122,0.012071156
0.025095299,0.225857687,0.163913596,0.178208386,0.047331639,0.127700127,0.192503177,0.013659466
0.253494282,0.391677255,0.500635324,0.412007624,0.305590851,0.144853875,0.209339263,0.010800508
0.424396442,0.526683609,0.651524778,0.556861499,0.48729352,0.576238882,0.638500635,0.010165184
0.056861499,0.062261753,0.102604828,0.051778907,0.085768742,0.0158831,0.076238882,0.014930114
0.56956798,0.728081321,0.32909784,0.724904701,0.639771283,0.688691233,0.720139771,0.009212198
0.613722999,0.477445997,0.506988564,0.467280813,0.687738247,0.866899619,0.437420584,0.009847522
0.614040661,0.663913596,0.727445997,0.676620076,0.688055909,0.693773825,0.389771283,0.010482846
0.135006353,0.035260483,0.054320203,0.038437103,0.002541296,0.698856417,0.209656925,0.018424396
0.315756036,0.364675985,0.320838628,0.32433291,0.374523507,0.334180432,0.386594663,0.013024142
0.0886277,0.138182973,0.136594663,0.114040661,0.126111817,0.350698856,0.450762389,0.016200762
0.058132147,0.062579416,0.114040661,0.078462516,0.089263024,0.016200762,0.076556544,0.016836086
0.058449809,0.035578145,0.100063532,0.050508259,0.089580686,0.016518424,0.076874206,0.01747141
0.5886277,0.728398983,0.48729352,0.723316391,0.66454892,0.689008895,0.720457433,0.01270648
0.529224905,0.874205845,0.592439644,0.865946633,0.594345616,0.791296061,0.813532402,0.01429479
0.58068615,0.473316391,0.49523507,0.459656925,0.654701398,0.793519695,0.437738247,0.014612452
0.168043202,0.270012706,0.449809403,0.385641677,0.216645489,0.576556544,0.638818297,0.016518424
0.588945362,0.728716645,0.522236341,0.690279543,0.664866582,0.689326557,0.720775095,0.015565438
0.168360864,0.177890724,0.190914867,0.16931385,0.216963151,0.145171537,0.209974587,0.018106734
0.344345616,0.377382465,0.592757306,0.483163914,0.404701398,0.351016518,0.451080051,0.017153748
0.029224905,0.018106734,0.025412961,0.024142313,0.052096569,0.288119441,0.358958069,0.021283355
0.011753494,0.031130877,0.037801779,0.031448539,0.020012706,0.016836086,0.077191868,0.024777637
0.520330368,0.270330368,0.34339263,0.297966963,0.584815756,0.35133418,0.451397713,0.017789072
0.012071156,0.027001271,0.037166455,0.030813215,0.020330368,0.017153748,0.07750953,0.026683609
0.174714104,0.109275731,0.170584498,0.157560356,0.225540025,0.351651842,0.451715375,0.018742058
0.025412961,0.018424396,0.024459975,0.024459975,0.047649301,0.288437103,0.359275731,0.027318933
0.015247776,0.116581957,0.195679797,0.168360864,0.027318933,0.01747141,0.077827192,0.028271919
0.064167726,0.027318933,0.029542567,0.028271919,0.096251588,0.128017789,0.192820839,0.025412961
0.120076239,0.109593393,0.144536213,0.114993647,0.157242694,0.017789072,0.078144854,0.025095299
0.461245235,0.527001271,0.668996188,0.561308767,0.523824651,0.351969504,0.452033037,0.019377382
0.005082592,0.037801779,0.034625159,0.031766201,0.013659466,0.143900889,0.132782719,0.034942821
0.940914867,0.851651842,0.881194409,0.857369759,0.941550191,0.90978399,0.90978399,0.011753494
0.937738247,0.90184244,0.91772554,0.903113088,0.938055909,0.910101652,0.910101652,0.012388818
