Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q,,,
m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,m3/s/m,,,
0.086,1.243,1.036,1.130,0.320,1000,15,0.080,0.040,1.278,1.065,1.162,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,5.280E-06,,,
0.049,0.936,0.780,0.851,0.320,1000,15,0.080,0.036,0.966,0.805,0.878,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.066,1.104,0.920,1.004,0.320,1000,15,0.080,0.038,1.117,0.931,1.016,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,7.680E-08,,,
0.091,1.246,1.038,1.132,0.320,1000,15,0.080,0.040,1.278,1.065,1.162,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.352E-06,,,
0.054,0.953,0.794,0.866,0.320,20,30,0.160,0.054,0.970,0.808,0.882,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,4.152E-05,,,
0.075,1.219,1.016,1.108,0.320,20,30,0.160,0.077,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.712E-04,,,
0.076,1.118,0.932,1.017,0.320,20,30,0.160,0.076,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.056E-04,,,
0.088,1.231,1.026,1.119,0.320,20,30,0.160,0.086,1.241,1.034,1.128,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.928E-04,,,
0.098,1.255,1.046,1.141,0.320,20,30,0.160,0.093,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,8.800E-04,,,
0.073,1.217,1.014,1.106,0.320,20,30,0.160,0.075,1.228,1.024,1.117,0.160,0.000,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.992E-04,,,
0.082,1.229,1.024,1.117,0.320,20,30,0.160,0.082,1.241,1.034,1.128,0.160,0.000,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,6.376E-04,,,
0.101,1.267,1.056,1.152,0.320,20,30,0.160,0.094,1.310,1.092,1.191,0.160,0.000,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,8.880E-04,,,
0.054,0.958,0.798,0.871,0.320,20,30,0.160,0.053,0.970,0.808,0.882,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.808E-06,,,
0.066,1.198,0.998,1.089,0.320,20,30,0.160,0.067,1.234,1.029,1.122,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,5.472E-05,,,
0.071,1.111,0.926,1.010,0.320,20,30,0.160,0.071,1.131,0.943,1.028,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,4.088E-05,,,
0.081,1.236,1.030,1.124,0.320,20,30,0.160,0.082,1.278,1.065,1.162,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.568E-04,,,
0.094,1.253,1.044,1.139,0.320,20,30,0.160,0.090,1.272,1.060,1.157,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.424E-04,,,
0.050,0.950,0.792,0.864,0.320,20,30,0.160,0.050,0.959,0.799,0.872,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.736E-05,,,
0.071,1.121,0.934,1.019,0.320,20,30,0.160,0.071,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,2.93,0.100,0.400,0.080,0.00,0.400,0.100,0.000,1.256E-04,,,
0.081,1.207,1.006,1.097,0.320,20,30,0.160,0.081,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,2.80,0.100,0.400,0.080,0.00,0.400,0.100,0.000,1.768E-04,,,
0.090,1.224,1.020,1.113,0.320,20,30,0.160,0.087,1.265,1.054,1.150,0.160,0.000,1.00,1.00,1.00,1.00,2.73,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2.336E-04,,,
0.107,1.248,1.040,1.135,0.320,20,30,0.160,0.096,1.278,1.065,1.162,0.160,0.000,1.00,1.00,1.00,1.00,2.64,0.100,0.400,0.080,0.00,0.400,0.100,0.000,3.440E-04,,,
0.068,1.212,1.010,1.102,0.320,20,30,0.160,0.070,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,2.95,0.100,0.400,0.040,0.00,0.400,0.100,0.000,2.512E-05,,,
0.079,1.219,1.016,1.108,0.320,20,30,0.160,0.080,1.228,1.024,1.117,0.160,0.000,1.00,1.00,1.00,1.00,2.82,0.100,0.400,0.040,0.00,0.400,0.100,0.000,4.560E-05,,,
0.095,1.248,1.040,1.135,0.320,20,30,0.160,0.091,1.278,1.065,1.162,0.160,0.000,1.00,1.00,1.00,1.00,2.69,0.100,0.400,0.040,0.00,0.400,0.100,0.000,9.040E-05,,,
0.069,1.193,0.994,1.084,0.320,20,30,0.160,0.071,1.198,0.999,1.089,0.160,0.000,1.00,2.00,2.00,2.00,3.94,0.100,0.400,0.080,0.00,0.400,0.100,0.000,1.488E-04,,,
0.079,1.200,1.000,1.091,0.320,20,30,0.160,0.080,1.228,1.024,1.117,0.160,0.000,1.00,2.00,2.00,2.00,3.82,0.100,0.400,0.080,0.00,0.400,0.100,0.000,1.872E-04,,,
0.096,1.246,1.038,1.132,0.320,20,30,0.160,0.091,1.278,1.065,1.162,0.160,0.000,1.00,2.00,2.00,2.00,3.69,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2.696E-04,,,
0.068,1.202,1.002,1.093,0.320,20,30,0.160,0.070,1.228,1.024,1.117,0.160,0.000,1.00,2.00,2.00,2.00,3.95,0.100,0.400,0.040,0.00,0.400,0.100,0.000,1.648E-05,,,
0.077,1.219,1.016,1.108,0.320,20,30,0.160,0.078,1.228,1.024,1.117,0.160,0.000,1.00,2.00,2.00,2.00,3.84,0.100,0.400,0.040,0.00,0.400,0.100,0.000,3.064E-05,,,
0.095,1.236,1.030,1.124,0.320,20,30,0.160,0.090,1.278,1.065,1.162,0.160,0.000,1.00,2.00,2.00,2.00,3.70,0.100,0.400,0.040,0.00,0.400,0.100,0.000,5.752E-05,,,
0.050,0.943,0.786,0.857,0.320,20,30,0.160,0.050,0.959,0.799,0.872,0.080,0.400,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,9.120E-08,,,
0.070,1.219,1.016,1.108,0.320,20,30,0.160,0.072,1.228,1.024,1.117,0.160,0.000,1.00,4.00,4.00,4.00,5.92,0.100,0.400,0.080,0.00,0.400,0.100,0.000,1.920E-05,,,
0.071,1.121,0.934,1.019,0.320,20,30,0.160,0.072,1.131,0.943,1.028,0.160,0.000,1.00,4.00,4.00,4.00,5.93,0.100,0.400,0.080,0.00,0.400,0.100,0.000,7.008E-06,,,
0.076,1.222,1.018,1.111,0.320,20,30,0.160,0.077,1.228,1.024,1.117,0.160,0.000,1.00,4.00,4.00,4.00,5.85,0.100,0.400,0.080,0.00,0.400,0.100,0.000,2.144E-05,,,
0.092,1.258,1.048,1.143,0.320,20,30,0.160,0.089,1.272,1.060,1.157,0.160,0.000,1.00,4.00,4.00,4.00,5.71,0.100,0.400,0.080,0.00,0.400,0.100,0.000,3.216E-05,,,
0.068,1.210,1.008,1.100,0.320,20,30,0.160,0.070,1.228,1.024,1.117,0.160,0.000,1.00,4.00,4.00,4.00,5.95,0.100,0.400,0.040,0.00,0.400,0.100,0.000,2.936E-06,,,
0.075,1.234,1.028,1.121,0.320,20,30,0.160,0.076,1.241,1.034,1.128,0.160,0.000,1.00,4.00,4.00,4.00,5.86,0.100,0.400,0.040,0.00,0.400,0.100,0.000,7.976E-06,,,
0.090,1.255,1.046,1.141,0.320,20,30,0.160,0.088,1.272,1.060,1.157,0.160,0.000,1.00,4.00,4.00,4.00,5.73,0.100,0.400,0.040,0.00,0.400,0.100,0.000,5.184E-06,,,
0.064,1.258,1.048,1.143,0.320,1000,30,0.080,0.039,1.272,1.060,1.157,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.080E-06,,,
0.065,1.109,0.924,1.008,0.320,1000,30,0.080,0.038,1.117,0.931,1.016,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.824E-06,,,
0.072,1.224,1.020,1.113,0.320,1000,30,0.080,0.039,1.265,1.054,1.150,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.792E-06,,,
0.087,1.265,1.054,1.150,0.320,1000,30,0.080,0.040,1.310,1.092,1.191,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,6.280E-06,,,
0.064,1.243,1.036,1.130,0.320,1000,30,0.040,0.019,1.278,1.065,1.162,0.040,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.073,1.272,1.060,1.156,0.320,1000,30,0.040,0.020,1.310,1.092,1.191,0.040,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.920E-09,,,
0.088,1.286,1.072,1.169,0.320,1000,30,0.040,0.020,1.305,1.087,1.186,0.040,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.071,1.217,1.014,1.106,0.320,1000,30,0.080,0.039,1.228,1.024,1.117,0.080,0.000,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.632E-06,,,
0.086,1.272,1.060,1.156,0.320,1000,30,0.080,0.040,1.310,1.092,1.191,0.080,0.000,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,6.448E-06,,,
0.093,1.296,1.080,1.178,0.320,1000,30,0.040,0.020,1.344,1.120,1.221,0.040,0.000,1.00,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.062,1.202,1.002,1.093,0.320,1000,30,0.080,0.039,1.228,1.024,1.117,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,5.784E-07,,,
0.064,1.097,0.914,0.997,0.320,1000,30,0.080,0.038,1.117,0.931,1.016,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.069,1.219,1.016,1.108,0.320,1000,30,0.080,0.039,1.228,1.024,1.117,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,5.144E-07,,,
0.084,1.260,1.050,1.145,0.320,1000,30,0.080,0.040,1.272,1.060,1.157,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.416E-06,,,
0.090,1.286,1.072,1.169,0.320,1000,30,0.040,0.020,1.305,1.087,1.186,0.040,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.050,0.936,0.780,0.851,0.320,20,40,0.160,0.049,0.966,0.805,0.878,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.224E-05,,,
0.070,1.080,0.900,0.982,0.320,20,40,0.160,0.070,1.091,0.909,0.992,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.784E-04,,,
0.090,1.262,1.052,1.148,0.320,20,40,0.160,0.088,1.272,1.060,1.157,0.160,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,6.680E-04,,,
0.050,0.936,0.780,0.851,0.320,20,40,0.160,0.049,0.966,0.805,0.878,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,7.904E-07,,,
0.070,1.090,0.908,0.991,0.320,20,40,0.160,0.071,1.124,0.936,1.021,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.440E-05,,,
0.090,1.248,1.040,1.135,0.320,20,40,0.160,0.088,1.278,1.065,1.162,0.160,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.656E-04,,,
0.046,0.926,0.772,0.842,0.320,20,40,0.160,0.046,0.938,0.781,0.852,0.080,0.400,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.512E-05,,,
0.072,1.111,0.926,1.010,0.320,20,40,0.160,0.072,1.131,0.943,1.028,0.160,0.000,1.00,1.00,1.00,1.00,2.92,0.100,0.400,0.080,0.00,0.400,0.100,0.000,7.616E-05,,,
0.086,1.243,1.036,1.130,0.320,20,40,0.160,0.086,1.278,1.065,1.162,0.160,0.000,1.00,1.00,1.00,1.00,2.75,0.100,0.400,0.080,0.00,0.400,0.100,0.000,1.656E-04,,,
0.051,0.936,0.780,0.851,0.320,20,40,0.160,0.050,0.966,0.805,0.878,0.080,0.400,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,9.200E-07,,,
0.068,1.082,0.902,0.984,0.320,20,40,0.160,0.068,1.091,0.909,0.992,0.160,0.000,1.00,4.00,4.00,4.00,5.98,0.100,0.400,0.080,0.00,0.400,0.100,0.000,6.640E-06,,,
0.086,1.238,1.032,1.126,0.320,20,40,0.160,0.086,1.278,1.065,1.162,0.160,0.000,1.00,4.00,4.00,4.00,5.75,0.100,0.400,0.080,0.00,0.400,0.100,0.000,3.064E-05,,,
0.054,0.914,0.762,0.831,0.320,1000,40,0.080,0.036,0.930,0.775,0.846,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,8.400E-07,,,
0.076,1.176,0.980,1.069,0.320,1000,40,0.080,0.039,1.205,1.004,1.095,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.768E-06,,,
0.096,1.253,1.044,1.139,0.320,1000,40,0.080,0.040,1.272,1.060,1.157,0.080,0.000,1.00,1.00,1.00,1.00,1.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,4.624E-06,,,
0.086,1.250,1.042,1.137,0.320,1000,40,0.080,0.040,1.272,1.060,1.157,0.080,0.000,1.00,4.00,4.00,4.00,4.00,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.128E-07,,,
0.044,0.941,0.784,0.855,0.320,,60,0.000,,,,,0.000,0.000,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.224E-07,,,
0.056,1.085,0.904,0.986,0.320,,60,0.000,,,,,0.000,0.000,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,5.928E-06,,,
0.074,1.272,1.060,1.156,0.320,,60,0.000,,,,,0.000,0.000,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.144E-05,,,
0.056,1.090,0.908,0.991,0.320,,60,0.000,,,,,0.000,0.000,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.074,1.255,1.046,1.141,0.320,,60,0.000,,,,,0.000,0.000,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.240E-06,,,
0.043,0.943,0.786,0.857,0.320,,60,0.000,,,,,0.000,0.400,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,5.752E-07,,,
0.054,1.080,0.900,0.982,0.320,,60,0.000,,,,,0.000,0.400,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,6.000E-06,,,
0.072,1.260,1.050,1.145,0.320,,60,0.000,,,,,0.000,0.400,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.152E-05,,,
0.043,0.943,0.786,0.857,0.320,,60,0.000,,,,,0.000,0.400,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.056,1.073,0.894,0.975,0.320,,60,0.000,,,,,0.000,0.400,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,2.576E-07,,,
0.072,1.255,1.046,1.141,0.320,,60,0.000,,,,,0.000,0.400,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,9.600E-07,,,
0.042,0.936,0.780,0.851,0.320,,60,0.000,,,,,0.000,3.200,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.053,1.090,0.908,0.991,0.320,,60,0.000,,,,,0.000,3.200,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,1.632E-07,,,
0.072,1.286,1.072,1.169,0.320,,60,0.000,,,,,0.000,3.200,1.00,1.00,1.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,6.512E-07,,,
0.043,0.941,0.784,0.855,0.320,,60,0.000,,,,,0.000,3.200,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,0.000E+00,,,
0.055,1.102,0.918,1.001,0.320,,60,0.000,,,,,0.000,3.200,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,3.176E-07,,,
0.076,1.286,1.072,1.169,0.320,,60,0.000,,,,,0.000,3.200,1.00,4.00,4.00,,,0.100,0.000,0.000,0.00,0.000,0.100,0.000,4.184E-07,,,
0.085,1.202,1.001,1.092,0.610,1000,0,0.610,0.085,1.202,1.001,1.092,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.067,0.000,3.907E-04,,,
0.118,1.390,1.159,1.264,0.610,1000,0,0.610,0.118,1.390,1.159,1.264,0.610,0.000,0.79,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.067,0.000,1.683E-03,,,
0.085,1.191,0.992,1.083,0.610,1000,0,0.610,0.085,1.191,0.992,1.083,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.000,2.255E-04,,,
0.119,1.423,1.185,1.293,0.610,1000,0,0.610,0.119,1.423,1.185,1.293,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.000,9.347E-04,,,
0.158,1.598,1.331,1.452,0.610,1000,0,0.610,0.158,1.598,1.331,1.452,0.610,0.000,0.79,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.000,2.546E-03,,,
0.085,1.215,1.013,1.105,0.610,1000,0,0.610,0.085,1.215,1.013,1.105,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.000,9.984E-05,,,
0.121,1.406,1.172,1.279,0.610,1000,0,0.610,0.121,1.406,1.172,1.279,0.610,0.000,0.81,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.000,1.002E-03,,,
0.158,1.600,1.334,1.455,0.610,1000,0,0.610,0.158,1.600,1.334,1.455,0.610,0.000,0.92,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.000,2.859E-03,,,
0.085,1.204,1.004,1.095,0.610,1000,0,0.610,0.085,1.204,1.004,1.095,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.000,1.893E-05,,,
0.121,1.379,1.150,1.254,0.610,1000,0,0.610,0.121,1.379,1.150,1.254,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.000,4.183E-04,,,
0.159,1.603,1.336,1.457,0.610,1000,0,0.610,0.159,1.603,1.336,1.457,0.610,0.000,0.80,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.000,1.757E-03,,,
0.177,1.676,1.397,1.523,0.610,1000,0,0.610,0.177,1.676,1.397,1.523,0.610,0.000,0.85,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.000,2.620E-03,,,
0.120,1.417,1.181,1.288,0.610,1000,0,0.610,0.120,1.417,1.181,1.288,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.100,0.000,1.411E-04,,,
0.159,1.603,1.336,1.457,0.610,1000,0,0.610,0.159,1.603,1.336,1.457,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.100,0.000,8.521E-04,,,
0.191,1.687,1.406,1.533,0.610,1000,0,0.610,0.191,1.687,1.406,1.533,0.610,0.000,0.78,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.100,0.000,2.004E-03,,,
0.177,1.684,1.403,1.531,0.610,1000,0,0.610,0.177,1.684,1.403,1.531,0.610,0.000,0.74,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.100,0.000,1.683E-03,,,
0.122,1.393,1.161,1.266,0.610,1000,0,0.610,0.122,1.393,1.161,1.266,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.033,0.000,1.239E-04,,,
0.161,1.592,1.327,1.448,0.610,1000,0,0.610,0.161,1.592,1.327,1.448,0.610,0.000,0.80,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.033,0.000,8.314E-04,,,
0.190,1.735,1.446,1.577,0.610,1000,0,0.610,0.190,1.735,1.446,1.577,0.610,0.000,0.88,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.033,0.000,2.486E-03,,,
0.175,1.670,1.392,1.519,0.610,1000,0,0.610,0.175,1.670,1.392,1.519,0.610,0.000,0.84,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.033,0.000,1.547E-03,,,
0.122,1.406,1.172,1.279,0.610,1000,0,0.610,0.122,1.406,1.172,1.279,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.067,0.000,2.926E-05,,,
0.157,1.606,1.338,1.460,0.610,1000,0,0.610,0.157,1.606,1.338,1.460,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.067,0.000,3.735E-04,,,
0.193,1.789,1.491,1.626,0.610,1000,0,0.610,0.193,1.789,1.491,1.626,0.610,0.000,0.78,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.067,0.000,1.568E-03,,,
0.175,1.684,1.403,1.531,0.610,1000,0,0.610,0.175,1.684,1.403,1.531,0.610,0.000,0.73,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.067,0.000,7.316E-04,,,
0.084,1.196,0.997,1.087,0.610,1000,0,0.610,0.084,1.196,0.997,1.087,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.067,0.267,1.773E-04,,,
0.117,1.382,1.152,1.256,0.610,1000,0,0.610,0.117,1.382,1.152,1.256,0.610,0.000,0.79,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.067,0.267,1.033E-03,,,
0.156,1.614,1.345,1.467,0.610,1000,0,0.610,0.156,1.614,1.345,1.467,0.610,0.000,0.92,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.067,0.267,2.918E-03,,,
0.087,1.194,0.995,1.085,0.610,1000,0,0.610,0.087,1.194,0.995,1.085,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.267,1.171E-04,,,
0.121,1.417,1.181,1.288,0.610,1000,0,0.610,0.121,1.417,1.181,1.288,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.267,5.543E-04,,,
0.157,1.584,1.320,1.440,0.610,1000,0,0.610,0.157,1.584,1.320,1.440,0.610,0.000,0.79,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.267,1.768E-03,,,
0.179,1.700,1.417,1.546,0.610,1000,0,0.610,0.179,1.700,1.417,1.546,0.610,0.000,0.85,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.100,0.267,3.067E-03,,,
0.087,1.202,1.001,1.092,0.610,1000,0,0.610,0.087,1.202,1.001,1.092,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.267,4.131E-05,,,
0.120,1.406,1.172,1.279,0.610,1000,0,0.610,0.120,1.406,1.172,1.279,0.610,0.000,0.80,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.267,4.062E-04,,,
0.154,1.590,1.325,1.445,0.610,1000,0,0.610,0.154,1.590,1.325,1.445,0.610,0.000,0.91,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.267,1.945E-03,,,
0.170,1.670,1.392,1.519,0.610,1000,0,0.610,0.170,1.670,1.392,1.519,0.610,0.000,0.95,2.00,2.00,2.00,2.00,0.100,0.000,0.000,0.00,0.000,0.033,0.267,2.993E-03,,,
0.119,1.393,1.161,1.266,0.610,1000,0,0.610,0.119,1.393,1.161,1.266,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.267,2.100E-04,,,
0.156,1.600,1.334,1.455,0.610,1000,0,0.610,0.156,1.600,1.334,1.455,0.610,0.000,0.79,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.267,1.141E-03,,,
0.190,1.792,1.493,1.629,0.610,1000,0,0.610,0.190,1.792,1.493,1.629,0.610,0.000,0.88,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.267,2.857E-03,,,
0.172,1.662,1.385,1.511,0.610,1000,0,0.610,0.172,1.662,1.385,1.511,0.610,0.000,0.83,2.00,2.00,2.00,2.00,0.133,0.000,0.000,0.00,0.000,0.067,0.267,1.813E-03,,,
0.119,1.417,1.181,1.288,0.610,1000,0,0.610,0.119,1.417,1.181,1.288,0.610,0.000,0.70,2.00,2.00,2.00,2.00,0.167,0.000,0.000,0.00,0.000,0.100,0.267,8.262E-05,,,
