Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q,,,
m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,m3/s/m,,,
0.138,2.922,2.435,2.656,0.580,10,0,0.150,0.149,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,1.066E-03,,,
0.138,2.922,2.435,2.656,0.580,10,0,0.150,0.149,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.226,0.000,0.000,0.00,0.000,0.211,0.186,1.641E-04,,,
0.138,2.922,2.435,2.656,0.580,10,0,0.100,0.136,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,3.872E-03,,,
0.139,2.922,2.435,2.656,0.580,10,0,0.100,0.137,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,1.256E-03,,,
0.138,2.922,2.435,2.656,0.580,10,0,0.100,0.136,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.184,0.000,0.000,0.00,0.000,0.169,0.186,6.540E-04,,,
0.147,2.922,2.435,2.656,0.580,10,0,0.050,0.109,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.110,0.000,0.000,0.00,0.000,0.095,0.150,2.022E-03,,,
0.144,2.922,2.435,2.656,0.580,10,0,0.050,0.108,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,1.432E-03,,,
0.137,2.922,2.435,2.656,0.580,10,0,0.050,0.106,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.185,0.000,0.000,0.00,0.000,0.170,0.150,7.440E-04,,,
0.152,2.922,2.435,2.656,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.143,0.000,0.000,0.00,0.000,0.128,0.150,6.860E-04,,,
0.143,2.922,2.435,2.656,0.580,10,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.38,1.50,1.50,1.50,1.50,0.178,0.000,0.000,0.00,0.000,0.163,0.150,2.790E-04,,,
0.075,2.922,2.435,2.656,0.580,10,0,0.225,0.089,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.073,0.000,0.000,0.00,0.000,0.058,0.186,2.660E-04,,,
0.074,2.922,2.435,2.656,0.580,10,0,0.225,0.088,2.971,2.476,2.701,0.225,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,0.000E+00,,,
0.064,2.922,2.435,2.656,0.580,10,0,0.150,0.082,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.074,0.000,0.000,0.00,0.000,0.059,0.186,2.220E-04,,,
0.068,2.922,2.435,2.656,0.580,10,0,0.150,0.087,2.971,2.476,2.701,0.150,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.186,9.000E-08,,,
0.063,2.922,2.435,2.656,0.580,10,0,0.100,0.084,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.072,0.000,0.000,0.00,0.000,0.057,0.186,3.080E-04,,,
0.061,2.922,2.435,2.656,0.580,10,0,0.100,0.082,2.971,2.476,2.701,0.100,0.000,0.38,1.50,1.50,1.50,1.50,0.148,0.000,0.000,0.00,0.000,0.133,0.186,2.200E-06,,,
0.064,2.922,2.435,2.656,0.580,10,0,0.050,0.078,2.971,2.476,2.701,0.050,0.000,0.38,1.50,1.50,1.50,1.50,0.150,0.000,0.000,0.00,0.000,0.135,0.150,1.110E-05,,,
3.700,10.717,8.930,9.742,25.250,80,23,5.250,1.734,4.003,3.336,3.639,5.250,0.000,0.40,1.00,1.00,1.00,1.00,6.050,0.000,0.000,0.00,0.000,5.050,5.600,0.000027,,,
4.060,11.165,9.304,10.150,25.250,80,0,5.250,2.062,4.420,3.683,4.018,5.250,0.000,0.40,1.00,1.00,1.00,1.00,6.050,0.000,0.000,0.00,0.000,5.050,5.600,0.00003469,,,
3.940,11.217,9.348,10.198,25.250,80,23,5.250,1.953,4.199,3.499,3.817,5.250,0.000,0.40,1.00,1.00,1.00,1.00,6.050,0.000,0.000,0.00,0.000,5.050,5.600,0.00004278,,,
2.670,10.675,8.896,9.704,26.200,80,23,6.200,0.904,2.901,2.418,2.637,6.200,0.000,0.40,1.00,1.00,1.00,1.00,5.100,0.000,0.000,0.00,0.000,4.100,5.600,0.0000065,,,
5.230,12.344,10.287,11.222,25.400,80,23,5.400,2.620,5.587,4.656,5.079,5.400,0.000,0.40,1.00,1.00,1.00,1.00,5.900,0.000,0.000,0.00,0.000,4.900,5.600,0.0001113,,,
5.550,12.553,10.461,11.412,25.400,80,0,5.400,2.681,6.023,5.019,5.475,5.400,0.000,0.40,1.00,1.00,1.00,1.00,5.900,0.000,0.000,0.00,0.000,4.900,5.600,0.0002197,,,
4.030,9.704,8.087,8.822,25.310,80,0,5.310,2.036,4.389,3.658,3.990,5.310,0.000,0.40,1.00,1.00,1.00,1.00,5.990,0.000,0.000,0.00,0.000,4.990,5.600,0.00006417,,,
4.490,10.643,8.870,9.676,25.310,80,0,5.310,2.364,4.828,4.023,4.389,5.310,0.000,0.40,1.00,1.00,1.00,1.00,5.990,0.000,0.000,0.00,0.000,4.990,5.600,0.00007118,,,
2.830,8.452,7.043,7.684,25.390,80,0,5.390,1.002,3.074,2.562,2.795,5.390,0.000,0.40,1.00,1.00,1.00,1.00,5.910,0.000,0.000,0.00,0.000,4.910,5.600,0.00000682,,,
2.830,8.452,7.043,7.684,25.390,80,0,5.390,1.002,3.074,2.562,2.795,5.390,0.000,0.40,1.00,1.00,1.00,1.00,5.910,0.000,0.000,0.00,0.000,4.910,5.600,0.00000736,,,
3.680,8.974,7.478,8.158,25.430,80,0,5.430,1.719,3.978,3.315,3.616,5.430,0.000,0.40,1.00,1.00,1.00,1.00,5.870,0.000,0.000,0.00,0.000,4.870,5.600,0.00000907,,,
3.680,8.974,7.478,8.158,25.430,80,0,5.430,1.719,3.978,3.315,3.616,5.430,0.000,0.40,1.00,1.00,1.00,1.00,5.870,0.000,0.000,0.00,0.000,4.870,5.600,0.00007452,,,
3.020,8.243,6.870,7.494,25.160,80,0,5.160,1.141,3.275,2.729,2.977,5.160,0.000,0.40,1.00,1.00,1.00,1.00,6.140,0.000,0.000,0.00,0.000,5.140,5.600,0.00000366,,,
2.820,8.661,7.217,7.874,25.220,80,0,5.220,0.993,3.074,2.562,2.795,5.220,0.000,0.40,1.00,1.00,1.00,1.00,6.080,0.000,0.000,0.00,0.000,5.080,5.600,0.00001126,,,
3.140,10.643,8.870,9.676,25.280,80,23,5.280,1.238,3.395,2.829,3.086,5.280,0.000,0.40,1.00,1.00,1.00,1.00,6.020,0.000,0.000,0.00,0.000,5.020,5.600,0.00000617,,,
3.140,10.643,8.870,9.676,25.340,80,23,5.340,1.239,3.395,2.829,3.086,5.340,0.000,0.40,1.00,1.00,1.00,1.00,5.960,0.000,0.000,0.00,0.000,4.960,5.600,0.0000028,,,
3.030,8.974,7.478,8.158,25.420,80,0,5.420,1.155,3.292,2.743,2.993,5.420,0.000,0.40,1.00,1.00,1.00,1.00,5.880,0.000,0.000,0.00,0.000,4.880,5.600,0.00000537,,,
7.200,15.757,13.130,14.324,26.740,10,0,-1.760,0.000,0.000,0.000,0.000,-1.760,0.000,1.00,1.50,1.50,1.50,1.50,9.560,0.000,0.000,0.00,0.000,9.560,0.000,0.0001,,,
9.800,13.774,11.478,12.522,26.220,10,0,-2.280,0.000,0.000,0.000,0.000,-2.280,0.000,1.00,2.00,2.00,2.00,2.00,9.780,0.000,0.000,0.00,0.000,9.780,0.000,0.1,,,
5.250,13.461,11.217,12.237,26.290,10,0,-1.510,0.000,0.000,0.000,0.000,-1.510,0.000,1.00,4.00,4.00,4.00,4.00,6.510,0.000,0.000,0.00,0.000,6.510,0.000,0.01,,,
2.990,12.835,10.696,11.668,25.900,20,0,0.900,0.655,3.259,2.716,2.963,0.900,0.000,1.00,0.50,0.50,0.50,0.50,4.100,0.000,0.000,0.00,0.000,4.100,0.000,0.001,,,
0.078,1.549,1.291,1.408,0.535,1000,0,0.535,0.078,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.65,2.71,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,2.991E-07,,,
0.085,1.549,1.291,1.408,0.535,1000,0,0.535,0.085,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.66,2.64,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,5.853E-07,,,
0.070,2.066,1.721,1.878,0.535,1000,0,0.535,0.070,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.63,2.82,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,5.573E-08,,,
0.077,2.066,1.721,1.878,0.535,1000,0,0.535,0.077,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.64,2.73,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,2.139E-07,,,
0.083,1.291,1.076,1.174,0.545,1000,0,0.545,0.083,1.291,1.076,1.174,0.245,0.250,0.35,1.30,2.25,1.69,2.70,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,2.746E-07,,,
0.085,1.549,1.291,1.408,0.545,1000,0,0.545,0.085,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.68,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,7.724E-07,,,
0.077,1.807,1.506,1.643,0.545,1000,0,0.545,0.077,1.807,1.506,1.643,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.207E-06,,,
0.077,2.066,1.721,1.878,0.545,1000,0,0.545,0.077,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.747E-06,,,
0.075,2.582,2.152,2.347,0.545,1000,0,0.545,0.075,2.582,2.152,2.347,0.245,0.250,0.35,1.30,2.25,1.68,2.79,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,5.416E-06,,,
0.077,1.291,1.076,1.174,0.545,1000,0,0.545,0.077,1.291,1.076,1.174,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,2.001E-07,,,
0.084,1.291,1.076,1.174,0.545,1000,0,0.545,0.084,1.291,1.076,1.174,0.245,0.250,0.35,1.30,2.25,1.68,2.70,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,4.734E-07,,,
0.070,1.291,1.076,1.174,0.545,1000,0,0.545,0.070,1.291,1.076,1.174,0.245,0.250,0.35,1.30,2.25,1.68,2.87,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.076E-07,,,
0.075,1.549,1.291,1.408,0.545,1000,0,0.545,0.075,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.80,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3.701E-07,,,
0.085,1.549,1.291,1.408,0.545,1000,0,0.545,0.085,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.68,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.310E-06,,,
0.070,1.549,1.291,1.408,0.545,1000,0,0.545,0.070,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.88,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.893E-07,,,
0.066,1.807,1.506,1.643,0.545,1000,0,0.545,0.066,1.807,1.506,1.643,0.245,0.250,0.35,1.30,2.25,1.67,2.93,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.269E-07,,,
0.076,1.807,1.506,1.643,0.545,1000,0,0.545,0.076,1.807,1.506,1.643,0.245,0.250,0.35,1.30,2.25,1.68,2.78,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,9.790E-07,,,
0.061,1.807,1.506,1.643,0.545,1000,0,0.545,0.061,1.807,1.506,1.643,0.245,0.250,0.35,1.30,2.25,1.66,3.02,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,9.467E-08,,,
0.067,2.066,1.721,1.878,0.545,1000,0,0.545,0.067,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.67,2.92,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.076E-07,,,
0.077,2.066,1.721,1.878,0.545,1000,0,0.545,0.077,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.69,2.77,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.183E-06,,,
0.062,2.066,1.721,1.878,0.545,1000,0,0.545,0.062,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.66,3.02,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,7.316E-08,,,
0.061,2.582,2.152,2.347,0.545,1000,0,0.545,0.061,2.582,2.152,2.347,0.245,0.250,0.35,1.30,2.25,1.66,3.03,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,5.594E-08,,,
0.066,2.582,2.152,2.347,0.545,1000,0,0.545,0.066,2.582,2.152,2.347,0.245,0.250,0.35,1.30,2.25,1.67,2.94,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,5.207E-07,,,
0.074,2.582,2.152,2.347,0.545,1000,0,0.545,0.074,2.582,2.152,2.347,0.245,0.250,0.35,1.30,2.25,1.68,2.80,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,4.992E-06,,,
0.071,1.549,1.291,1.408,0.545,1000,0,0.545,0.071,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.85,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.183E-07,,,
0.076,1.549,1.291,1.408,0.545,1000,0,0.545,0.076,1.549,1.291,1.408,0.245,0.250,0.35,1.30,2.25,1.68,2.79,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,3.378E-07,,,
0.062,2.066,1.721,1.878,0.545,1000,0,0.545,0.062,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.66,3.01,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,4.734E-08,,,
0.067,2.066,1.721,1.878,0.545,1000,0,0.545,0.067,2.066,1.721,1.878,0.245,0.250,0.35,1.30,2.25,1.67,2.92,0.122,0.250,-0.022,0.00,0.250,0.122,0.108,1.614E-07,,,
0.076,1.549,1.291,1.408,0.535,1000,0,0.535,0.076,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.64,2.74,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,2.840E-07,,,
0.085,1.549,1.291,1.408,0.535,1000,0,0.535,0.085,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.66,2.64,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,8.736E-07,,,
0.087,1.549,1.291,1.408,0.535,1000,0,0.535,0.087,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.66,2.62,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,9.812E-07,,,
0.067,2.066,1.721,1.878,0.535,1000,0,0.535,0.067,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.62,2.87,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,8.176E-08,,,
0.078,2.066,1.721,1.878,0.535,1000,0,0.535,0.078,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.65,2.71,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,7.552E-07,,,
0.067,2.582,2.152,2.347,0.535,1000,0,0.535,0.067,2.582,2.152,2.347,0.235,0.250,0.35,1.30,2.25,1.62,2.87,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,1.162E-07,,,
0.076,2.582,2.152,2.347,0.535,1000,0,0.535,0.076,2.582,2.152,2.347,0.235,0.250,0.35,1.30,2.25,1.64,2.74,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,2.251E-06,,,
0.073,2.582,2.152,2.347,0.535,1000,0,0.535,0.073,2.582,2.152,2.347,0.235,0.250,0.35,1.30,2.25,1.64,2.79,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,1.082E-06,,,
0.094,1.549,1.291,1.408,0.535,1000,0,0.535,0.094,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.65,2.57,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,1.762E-06,,,
0.097,1.549,1.291,1.408,0.535,1000,0,0.535,0.097,1.549,1.291,1.408,0.235,0.250,0.35,1.30,2.25,1.64,2.55,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,2.238E-06,,,
0.089,2.066,1.721,1.878,0.535,1000,0,0.535,0.089,2.066,1.721,1.878,0.235,0.250,0.35,1.30,2.25,1.66,2.60,0.132,0.250,-0.032,0.00,0.250,0.132,0.108,2.948E-06,,,
0.216,2.000,1.520,1.818,0.790,1000,0,0.790,0.216,2.000,1.520,1.818,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,2.130E-05,,,
0.184,2.200,1.650,2.000,0.790,1000,0,0.790,0.184,2.200,1.650,2.000,0.310,0.000,0.40,3.85,1.92,2.71,2.71,0.280,0.000,0.050,0.00,0.000,0.280,0.300,7.800E-06,,,
0.230,2.200,1.670,2.000,0.790,1000,0,0.790,0.230,2.200,1.670,2.000,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,5.590E-05,,,
0.214,2.400,1.740,2.182,0.790,1000,0,0.790,0.214,2.400,1.740,2.182,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,3.620E-05,,,
0.146,2.400,1.760,2.182,0.790,1000,0,0.790,0.146,2.400,1.760,2.182,0.310,0.000,0.40,3.85,1.92,2.67,2.67,0.280,0.000,0.050,0.00,0.000,0.280,0.300,1.900E-06,,,
0.288,2.400,1.780,2.182,0.790,1000,0,0.790,0.288,2.400,1.780,2.182,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,2.015E-04,,,
0.247,2.600,1.870,2.364,0.790,1000,0,0.790,0.247,2.600,1.870,2.364,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,1.956E-04,,,
0.172,2.600,1.870,2.364,0.790,1000,0,0.790,0.172,2.600,1.870,2.364,0.310,0.000,0.40,3.85,1.92,2.70,2.70,0.280,0.000,0.050,0.00,0.000,0.280,0.300,3.090E-05,,,
0.295,2.600,1.900,2.364,0.790,1000,0,0.790,0.295,2.600,1.900,2.364,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,4.971E-04,,,
0.192,2.800,1.980,2.545,0.790,1000,0,0.790,0.192,2.800,1.980,2.545,0.310,0.000,0.40,3.85,1.92,2.73,2.73,0.280,0.000,0.050,0.00,0.000,0.280,0.300,4.710E-05,,,
0.276,2.800,1.990,2.545,0.790,1000,0,0.790,0.276,2.800,1.990,2.545,0.310,0.000,0.40,3.85,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,3.882E-04,,,
0.215,2.000,1.520,1.818,0.790,1000,0,0.790,0.215,2.000,1.520,1.818,0.340,0.000,0.40,3.79,1.92,2.77,2.77,0.280,0.000,0.050,0.00,0.000,0.280,0.300,2.200E-05,,,
0.183,2.200,1.670,2.000,0.790,1000,0,0.790,0.183,2.200,1.670,2.000,0.340,0.000,0.40,3.79,1.92,2.69,2.69,0.280,0.000,0.050,0.00,0.000,0.280,0.300,8.100E-06,,,
0.229,2.200,1.690,2.000,0.790,1000,0,0.790,0.229,2.200,1.690,2.000,0.340,0.000,0.40,3.79,1.92,2.80,2.80,0.280,0.000,0.050,0.00,0.000,0.280,0.300,6.360E-05,,,
0.212,2.400,1.750,2.182,0.790,1000,0,0.790,0.212,2.400,1.750,2.182,0.340,0.000,0.40,3.79,1.92,2.76,2.76,0.280,0.000,0.050,0.00,0.000,0.280,0.300,3.900E-05,,,
0.146,2.400,1.730,2.182,0.790,1000,0,0.790,0.146,2.400,1.730,2.182,0.340,0.000,0.40,3.79,1.92,2.64,2.64,0.280,0.000,0.050,0.00,0.000,0.280,0.300,2.100E-06,,,
0.290,2.400,1.770,2.182,0.790,1000,0,0.790,0.290,2.400,1.770,2.182,0.340,0.000,0.40,3.79,1.92,2.80,2.80,0.280,0.000,0.050,0.00,0.000,0.280,0.300,1.960E-04,,,
0.249,2.600,1.890,2.364,0.790,1000,0,0.790,0.249,2.600,1.890,2.364,0.340,0.000,0.40,3.79,1.92,2.80,2.80,0.280,0.000,0.050,0.00,0.000,0.280,0.300,1.820E-04,,,
0.173,2.600,1.860,2.364,0.790,1000,0,0.790,0.173,2.600,1.860,2.364,0.340,0.000,0.40,3.79,1.92,2.68,2.68,0.280,0.000,0.050,0.00,0.000,0.280,0.300,2.200E-05,,,
0.297,2.600,1.890,2.364,0.790,1000,0,0.790,0.297,2.600,1.890,2.364,0.340,0.000,0.40,3.79,1.92,2.80,2.80,0.280,0.000,0.050,0.00,0.000,0.280,0.300,5.140E-04,,,
0.191,2.800,1.990,2.545,0.790,1000,0,0.790,0.191,2.800,1.990,2.545,0.340,0.000,0.40,3.79,1.92,2.70,2.70,0.280,0.000,0.050,0.00,0.000,0.280,0.300,5.950E-05,,,
0.273,2.800,2.000,2.545,0.790,1000,0,0.790,0.273,2.800,2.000,2.545,0.340,0.000,0.40,3.79,1.92,2.80,2.80,0.280,0.000,0.050,0.00,0.000,0.280,0.300,3.390E-04,,,
0.106,2.000,1.667,1.818,0.618,73,0,0.170,0.106,2.000,1.667,1.818,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,4.851E-05,,,
,,,,0.618,73,0,0.170,0.130,2.000,1.667,1.818,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,1.456E-04,,,
,,,,0.620,73,0,0.171,0.133,2.000,1.667,1.818,0.171,0.000,0.70,0.00,0.00,0.00,0.00,0.173,0.000,0.000,0.00,0.000,0.173,0.000,1.664E-04,,,
,,,,0.619,73,0,0.171,0.136,2.000,1.667,1.818,0.171,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,1.908E-04,,,
0.110,2.250,1.875,2.045,0.619,77,0,0.171,0.110,2.250,1.875,2.045,0.171,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,9.718E-05,,,
,,,,0.618,77,0,0.170,0.129,2.250,1.875,2.045,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,2.049E-04,,,
,,,,0.618,77,0,0.170,0.138,2.250,1.875,2.045,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,2.328E-04,,,
,,,,0.618,77,0,0.170,0.149,2.250,1.875,2.045,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2.782E-04,,,
0.078,2.500,2.083,2.273,0.619,81,0,0.171,0.078,2.500,2.083,2.273,0.171,0.000,0.70,0.00,0.00,0.00,0.00,0.173,0.000,0.000,0.00,0.000,0.173,0.000,1.739E-05,,,
0.078,2.500,2.083,2.273,0.619,81,0,0.171,0.078,2.500,2.083,2.273,0.171,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,2.087E-05,,,
0.110,2.500,2.083,2.273,0.617,81,0,0.169,0.110,2.500,2.083,2.273,0.169,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,1.044E-04,,,
,,,,0.618,81,0,0.170,0.129,2.500,2.083,2.273,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,2.089E-04,,,
,,,,0.618,81,0,0.169,0.137,2.500,2.083,2.273,0.169,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2.787E-04,,,
,,,,0.617,81,0,0.169,0.142,2.500,2.083,2.273,0.169,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2.091E-04,,,
0.112,1.750,1.458,1.591,0.619,67,0,0.171,0.112,1.750,1.458,1.591,0.171,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,3.485E-06,,,
,,,,0.618,67,0,0.170,0.125,1.750,1.458,1.591,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,5.928E-05,,,
,,,,0.618,67,0,0.169,0.132,1.750,1.458,1.591,0.169,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,8.022E-05,,,
,,,,0.617,67,0,0.169,0.139,1.750,1.458,1.591,0.169,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,8.023E-05,,,
,,,,0.618,67,0,0.170,0.118,1.750,1.458,1.591,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,4.885E-05,,,
,,,,0.618,73,0,0.170,0.120,2.000,1.667,1.818,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,8.725E-05,,,
,,,,0.618,77,0,0.170,0.121,2.250,1.875,2.045,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.174,0.000,0.000,0.00,0.000,0.174,0.000,1.746E-04,,,
,,,,0.618,81,0,0.170,0.124,2.500,2.083,2.273,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,1.712E-04,,,
,,,,0.618,77,0,0.170,0.151,2.250,1.875,2.045,0.170,0.000,0.70,0.00,0.00,0.00,0.00,0.175,0.000,0.000,0.00,0.000,0.175,0.000,2.726E-04,,,
0.092,1.750,1.458,1.591,0.633,67,0,0.185,0.092,1.750,1.458,1.591,0.185,0.000,0.70,0.00,0.00,0.00,0.00,0.160,0.000,0.000,0.00,0.000,0.160,0.000,2.420E-05,,,
,,,,0.632,67,0,0.184,0.119,1.750,1.458,1.591,0.184,0.000,0.70,0.00,0.00,0.00,0.00,0.160,0.000,0.000,0.00,0.000,0.160,0.000,6.916E-05,,,
,,,,0.632,67,0,0.184,0.126,1.750,1.458,1.591,0.184,0.000,0.70,0.00,0.00,0.00,0.00,0.161,0.000,0.000,0.00,0.000,0.161,0.000,1.349E-04,,,
,,,,0.632,67,0,0.183,0.129,1.750,1.458,1.591,0.183,0.000,0.70,0.00,0.00,0.00,0.00,0.161,0.000,0.000,0.00,0.000,0.161,0.000,2.076E-04,,,
0.087,2.000,1.667,1.818,0.633,73,0,0.185,0.087,2.000,1.667,1.818,0.185,0.000,0.70,0.00,0.00,0.00,0.00,0.159,0.000,0.000,0.00,0.000,0.159,0.000,5.539E-05,,,
