Rc,Ac,Hm0.deep,Hm0.toe,Tp.deep,Tm.deep,Tm.1.0.deep,q
0.021771491596942052,0.06174114716707514,0.3216753130378527,0.2534985701425467,0.3925051377896075,-3.2961592700414104,0.050892835873257034,"(2.53e-05, 0.000971]"
0.037628077550221004,0.043183873547751446,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.030664894734865646,"(2.53e-05, 0.000971]"
0.049258647292974946,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.008752291321965968,"(2.53e-05, 0.000971]"
0.03552314803814041,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.008752291321965968,"(2.53e-05, 0.000971]"
0.021771491596942052,0.10073348361389259,0.3216753130378527,0.2534985701425467,0.3925051377896075,-3.2961592700414104,0.0651508621577528,"(-0.001, 2.53e-05]"
0.037628077550221004,0.08849770009538167,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.047387919768316106,"(2.53e-05, 0.000971]"
0.049258647292974946,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,"(2.53e-05, 0.000971]"
0.03552314803814041,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,"(2.53e-05, 0.000971]"
0.021771491596942052,0.06174114716707514,0.3216753130378527,0.2534985701425467,0.3925051377896075,-3.2961592700414104,0.09295531404707434,"(-0.001, 2.53e-05]"
0.037628077550221004,0.043183873547751446,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.07982763007684972,"(2.53e-05, 0.000971]"
0.049258647292974946,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.06575666339725222,"(2.53e-05, 0.000971]"
0.03552314803814041,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.06575666339725222,"(2.53e-05, 0.000971]"
0.03552314803814041,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,"(2.53e-05, 0.000971]"
0.037628077550221004,0.08849770009538167,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.047387919768316106,"(-0.001, 2.53e-05]"
0.03552314803814041,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,"(-0.001, 2.53e-05]"
0.0593601382220391,0.1389238659049662,0.46583244934786794,0.4077102996993648,0.5288390731165153,-3.928910004625597,0.12195941463216652,"(-0.001, 2.53e-05]"
0.08811084749546681,0.1389238659049662,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12195941463216652,"(2.53e-05, 0.000971]"
0.09764809967696073,0.1389238659049662,0.5111612136180264,0.45571735478419423,0.5712327246980824,-2.2444297296934383,0.12195941463216652,"(2.53e-05, 0.000971]"
0.05777286661075135,0.1454880731323405,0.46583244934786794,0.4077102996993648,0.5288390731165153,-4.016500819245819,0.12484564764721978,"(-0.001, 2.53e-05]"
0.08811084749546681,0.1454880731323405,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12484564764721978,"(-0.001, 2.53e-05]"
0.09764809967696073,0.1454880731323405,0.5162004030640478,0.46121315753188424,0.5761056277869289,-2.2444297296934383,0.12484564764721978,"(2.53e-05, 0.000971]"
0.08811084749546681,0.15099443853172106,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12484564764721978,"(-0.001, 2.53e-05]"
0.09764809967696073,0.15099443853172106,0.5162004030640478,0.46121315753188424,0.5761056277869289,-2.2444297296934383,0.12484564764721978,"(2.53e-05, 0.000971]"
0.08811084749546681,0.1454880731323405,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12484564764721978,"(-0.001, 2.53e-05]"
0.09764809967696073,0.1454880731323405,0.5162004030640478,0.46121315753188424,0.5761056277869289,-2.2444297296934383,0.12484564764721978,"(2.53e-05, 0.000971]"
0.06723557750870553,0.11593382429469468,0.22291915648075916,0.14784506813342435,0.29980448213000854,-3.438187564586384,0.1216625621160252,"(-0.001, 2.53e-05]"
0.0716929389377107,0.11593382429469468,0.2591083293994658,0.18711652139243493,0.33384760598516383,-3.148149295323864,0.1216625621160252,"(-0.001, 2.53e-05]"
0.07929404757468794,0.10362833085775856,0.2926198311040161,0.2227830089050572,0.36539471840717597,-2.7478312606329456,0.11094891234828434,"(-0.001, 2.53e-05]"
0.08148014126214162,0.10031110637353273,0.3137988222413309,0.24493042137007956,0.3853284762014092,-2.523916073488876,0.1080595922220167,"(2.53e-05, 0.000971]"
0.07929404757468794,0.10362833085775856,0.2926198311040161,0.2227830089050572,0.36539471840717597,-2.7478312606329456,0.11094891234828434,"(-0.001, 2.53e-05]"
0.08148014126214162,0.10031110637353273,0.3137988222413309,0.24493042137007956,0.3853284762014092,-2.523916073488876,0.1080595922220167,"(-0.001, 2.53e-05]"
0.06723557750870553,0.11278387337569278,0.22291915648075916,0.14784506813342435,0.29980448213000854,-3.438187564586384,0.11165229935884352,"(-0.001, 2.53e-05]"
0.0716929389377107,0.11278387337569278,0.2591083293994658,0.18711652139243493,0.33384760598516383,-3.148149295323864,0.11165229935884352,"(-0.001, 2.53e-05]"
0.07929404757468794,0.09988648114748123,0.2926198311040161,0.2227830089050572,0.36539471840717597,-2.7478312606329456,0.09902937392309301,"(-0.001, 2.53e-05]"
0.08148014126214162,0.09640685878458956,0.3137988222413309,0.24493042137007956,0.3853284762014092,-2.523916073488876,0.09561553218788962,"(-0.001, 2.53e-05]"
0.06723557750870553,0.11278387337569278,0.22291915648075916,0.14784506813342435,0.29980448213000854,-3.438187564586384,0.11165229935884352,"(-0.001, 2.53e-05]"
0.0716929389377107,0.11278387337569278,0.2591083293994658,0.18711652139243493,0.33384760598516383,-3.148149295323864,0.11165229935884352,"(-0.001, 2.53e-05]"
0.07929404757468794,0.09988648114748123,0.2926198311040161,0.2227830089050572,0.36539471840717597,-2.7478312606329456,0.09902937392309301,"(2.53e-05, 0.000971]"
0.08148014126214162,0.09640685878458956,0.3137988222413309,0.24493042137007956,0.3853284762014092,-2.523916073488876,0.09561553218788962,"(2.53e-05, 0.000971]"
0.051627154588181214,0.1113362726571758,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.172941182576624,0.11702065939540686,"(-0.001, 2.53e-05]"
0.061420289250799565,0.1113362726571758,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.172941182576624,0.11702065939540686,"(-0.001, 2.53e-05]"
0.05335565303931247,0.1113362726571758,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.172941182576624,0.11702065939540686,"(-0.001, 2.53e-05]"
0.058306041840744824,0.1113362726571758,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.172941182576624,0.11702065939540686,"(-0.001, 2.53e-05]"
0.04985773473870483,0.1113362726571758,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.172941182576624,0.11702065939540686,"(-0.001, 2.53e-05]"
0.056694084262412583,0.1028121309386844,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.077428607617126,0.1095195937215777,"(-0.001, 2.53e-05]"
0.06439446131979158,0.1028121309386844,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.077428607617126,0.1095195937215777,"(-0.001, 2.53e-05]"
0.059881129483600165,0.1028121309386844,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.077428607617126,0.1095195937215777,"(-0.001, 2.53e-05]"
0.059881129483600165,0.1028121309386844,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.077428607617126,0.1095195937215777,"(-0.001, 2.53e-05]"
0.056694084262412583,0.1028121309386844,0.07647253995379749,-0.008057174100127252,0.16314528812623383,-4.077428607617126,0.1095195937215777,"(-0.001, 2.53e-05]"
0.07212047222768664,0.09903043090096733,0.263882579006078,0.1919830982148254,0.3384279145738984,-2.8892857915221652,0.10656814116585883,"(-0.001, 2.53e-05]"
0.07461941935829122,0.09903043090096733,0.263882579006078,0.1919830982148254,0.3384279145738984,-2.8892857915221652,0.10656814116585883,"(-0.001, 2.53e-05]"
0.069506330226154,0.09903043090096733,0.263882579006078,0.1919830982148254,0.3384279145738984,-2.8892857915221652,0.10656814116585883,"(-0.001, 2.53e-05]"
0.06815420524974027,0.09903043090096733,0.263882579006078,0.1919830982148254,0.3384279145738984,-2.8892857915221652,0.10656814116585883,"(-0.001, 2.53e-05]"
0.06439446131979158,0.09903043090096733,0.263882579006078,0.1919830982148254,0.3384279145738984,-2.8892857915221652,0.10656814116585883,"(-0.001, 2.53e-05]"
0.07212047222768664,0.09596136262660827,0.25246051680351567,0.18007801318777755,0.32818244248964146,-2.7344177734365887,0.10348771357051598,"(-0.001, 2.53e-05]"
