Rc,Ac,Hm0.deep,Hm0.toe,Tp.deep,Tm.deep,Tm.1.0.deep,q
0.021771491596942052,0.06174114716707514,0.3216753130378527,0.2534985701425467,0.3925051377896075,-3.2961592700414104,0.050892835873257034,0.00010479639406568265
0.037628077550221004,0.043183873547751446,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.030664894734865646,0.0004441314859524752
0.049258647292974946,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.008752291321965968,0.0008547905337746124
0.03552314803814041,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.008752291321965968,0.0008565695577149078
0.021771491596942052,0.10073348361389259,0.3216753130378527,0.2534985701425467,0.3925051377896075,-3.2961592700414104,0.0651508621577528,3.124496751216203e-07
0.037628077550221004,0.08849770009538167,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.047387919768316106,2.7726095892878136e-05
0.049258647292974946,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,0.00017049502795396518
0.03552314803814041,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,9.219997163140969e-05
0.021771491596942052,0.06174114716707514,0.3216753130378527,0.2534985701425467,0.3925051377896075,-3.2961592700414104,0.09295531404707434,7.809854793688406e-07
0.037628077550221004,0.043183873547751446,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.07982763007684972,5.906552088505252e-05
0.049258647292974946,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.06575666339725222,0.00033196000091232416
0.03552314803814041,0.023198375232459437,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.06575666339725222,0.00024419270032658704
0.03552314803814041,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,0.000122802935315171
0.037628077550221004,0.08849770009538167,0.5057248077891875,0.45013756247272063,0.5662865393591902,-2.981205630888635,0.047387919768316106,1.2491950598533722e-06
0.03552314803814041,0.0754521947965919,0.5278775992425361,0.47372096845455197,0.5872001617764996,-2.802771115887662,0.028208380075794924,2.0098883681647073e-05
0.0593601382220391,0.1389238659049662,0.46583244934786794,0.4077102996993648,0.5288390731165153,-3.928910004625597,0.12195941463216652,0.0
0.08811084749546681,0.1389238659049662,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12195941463216652,0.00018357529736683775
0.09764809967696073,0.1389238659049662,0.5111612136180264,0.45571735478419423,0.5712327246980824,-2.2444297296934383,0.12195941463216652,0.000507262171000353
0.05777286661075135,0.1454880731323405,0.46583244934786794,0.4077102996993648,0.5288390731165153,-4.016500819245819,0.12484564764721978,0.0
0.08811084749546681,0.1454880731323405,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12484564764721978,1.8177548938492856e-05
0.09764809967696073,0.1454880731323405,0.5162004030640478,0.46121315753188424,0.5761056277869289,-2.2444297296934383,0.12484564764721978,7.817066466668006e-05
0.08811084749546681,0.15099443853172106,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12484564764721978,8.062312962659614e-06
0.09764809967696073,0.15099443853172106,0.5162004030640478,0.46121315753188424,0.5761056277869289,-2.2444297296934383,0.12484564764721978,3.8610671650360015e-05
0.08811084749546681,0.1454880731323405,0.35516572370215327,0.28959386332761156,0.42453510620150253,-2.6190634410087,0.12484564764721978,8.062312962659614e-06
0.09764809967696073,0.1454880731323405,0.5162004030640478,0.46121315753188424,0.5761056277869289,-2.2444297296934383,0.12484564764721978,3.4453349278673336e-05
0.06723557750870553,0.11593382429469468,0.22291915648075916,0.14784506813342435,0.29980448213000854,-3.438187564586384,0.1216625621160252,1.6728557569701632e-07
0.0716929389377107,0.11593382429469468,0.2591083293994658,0.18711652139243493,0.33384760598516383,-3.148149295323864,0.1216625621160252,3.345423057342702e-07
