Rc,Ac,Hm0.deep,Hm0.toe,Tp.deep,Tm.deep,Tm.1.0.deep,q
0.08,0.12,1.771,2.103,1.948,0.191,0.12,0.0
0.069,0.12,1.288,1.965,1.416,0.106,0.12,0.0
0.065,0.12,1.089,1.61,1.198,0.202,0.12,0.0
0.074,0.12,1.462,2.023,1.608,0.205,0.12,0.0003009
0.066,0.12,1.25,2.12,1.375,0.093,0.12,0.0
0.076,0.12,1.771,2.263,1.948,0.083,0.12,0.0
0.079,0.12,1.771,2.212,1.948,0.11,0.12,0.0
0.065,0.12,1.288,1.79,1.416,0.076,0.12,0.0
0.069,0.12,1.288,1.996,1.416,0.104,0.12,1.027E-05
0.072,0.12,1.385,1.608,1.523,0.169,0.12,0.0001166
0.074,0.12,1.462,1.63,1.608,0.182,0.12,0.0002799
0.075,0.12,1.519,1.817,1.671,0.178,0.12,0.0002594
0.074,0.12,1.466,1.584,1.613,0.188,0.12,0.000305
0.074,0.12,1.466,1.676,1.613,0.195,0.12,0.000221
0.081,0.12,1.771,2.064,1.948,0.211,0.12,0.0004137
0.081,0.12,1.771,2.015,1.948,0.235,0.12,0.0004869
0.071,0.12,1.323,1.547,1.455,0.16,0.12,4.237E-05
0.076,0.12,1.574,2.047,1.732,0.143,0.12,1.912E-05
0.077,0.12,1.634,2.103,1.797,0.193,0.12,0.0003681
0.07,0.12,1.327,1.703,1.46,0.132,0.12,0.0
0.063,0.12,1.063,1.506,1.169,0.114,0.12,0.0
0.073,0.12,1.416,1.795,1.557,0.208,0.12,0.0002552
0.067,0.12,1.215,1.935,1.336,0.102,0.12,6.991E-06
0.075,0.12,1.574,2.67,1.732,0.088,0.12,1.27E-05
0.075,0.12,1.519,2.328,1.671,0.114,0.12,4.993E-05
0.067,0.12,1.327,1.783,1.46,0.077,0.12,0.0
0.068,0.12,1.25,1.727,1.375,0.106,0.12,4.708E-06
0.073,0.12,1.416,1.511,1.557,0.18,0.12,7.633E-05
0.073,0.12,1.416,1.55,1.557,0.181,0.12,3.652E-05
0.076,0.12,1.574,1.885,1.732,0.179,0.12,0.0001562
0.074,0.12,1.466,1.564,1.613,0.192,0.12,0.0002552
0.075,0.12,1.466,1.618,1.613,0.199,0.12,0.0001385
0.077,0.12,1.574,2.161,1.732,0.226,0.12,0.0002532
0.077,0.12,1.574,2.188,1.732,0.239,0.12,0.0003444
0.095,0.12,1.327,1.555,1.46,0.161,0.12,0.0002417
0.095,0.12,1.327,1.501,1.46,0.178,0.12,0.000346
0.095,0.12,1.327,1.61,1.46,0.19,0.12,0.0004289
0.095,0.12,1.371,1.875,1.509,0.145,0.12,0.0001723
0.094,0.12,1.416,1.834,1.557,0.127,0.12,0.0001371
0.101,0.12,1.574,1.661,1.732,0.187,0.12,0.0005095
0.103,0.12,1.634,2.185,1.797,0.194,0.12,0.0
0.093,0.12,1.327,1.715,1.46,0.133,0.12,0.0002024
0.083,0.12,1.089,1.613,1.198,0.112,0.12,3.824E-05
0.1,0.12,1.519,1.737,1.671,0.196,0.12,0.0
0.097,0.12,1.371,1.661,1.509,0.202,0.12,0.0
0.098,0.12,1.416,1.795,1.557,0.21,0.12,0.0
0.081,0.12,1.089,2.214,1.198,0.098,0.12,3.367E-05
0.088,0.12,1.519,2.367,1.671,0.087,0.12,0.0
0.096,0.12,1.519,2.394,1.671,0.117,0.12,0.0
0.081,0.12,1.25,1.681,1.375,0.086,0.12,1.812E-05
0.088,0.12,1.25,1.834,1.375,0.109,0.12,5.036E-05
0.103,0.12,1.634,2.195,1.797,0.225,0.12,0.0
0.102,0.12,1.574,2.188,1.732,0.242,0.12,0.0
0.097,0.12,1.466,1.95,1.613,0.139,0.12,0.0001629
0.097,0.12,1.466,1.938,1.613,0.148,0.12,0.000244
0.098,0.12,1.466,1.61,1.613,0.171,0.12,0.0004096
0.095,0.12,1.466,1.795,1.613,0.127,0.12,0.0
0.095,0.12,1.466,1.683,1.613,0.116,0.12,0.0001395
0.097,0.12,1.371,1.557,1.509,0.185,0.12,0.0005391
0.098,0.12,1.466,2.032,1.613,0.169,0.12,0.0004799
0.757,1.75,4.774,5.368,5.612,0.757,1.75,0.00018
0.712,1.75,3.904,4.496,4.245,0.712,1.75,0.0
0.923,1.75,6.385,6.939,7.5,0.923,1.75,0.00171
0.706,1.75,9.829,11.781,12.98,0.706,1.75,0.00229
1.088,1.75,4.9,5.613,5.238,1.088,1.75,0.0003
0.919,1.75,4.784,5.665,5.556,0.919,1.75,0.00012
0.703,1.75,3.369,4.335,3.571,0.703,1.75,0.0
0.743,1.75,6.369,7.201,7.353,0.743,1.75,0.0002
0.735,1.75,7.642,8.053,8.879,0.735,1.75,0.00145
0.886,1.75,3.928,4.41,4.456,0.886,1.75,0.0
1.101,1.75,6.422,7.077,7.143,1.101,1.75,0.00494
0.36,1.75,3.098,3.768,3.365,0.36,1.75,0.0
0.367,1.75,3.917,4.855,4.545,0.367,1.75,0.0
0.385,1.75,4.733,5.282,5.556,0.385,1.75,0.0
0.386,1.75,6.172,6.992,7.426,0.386,1.75,0.0
0.362,0.99,3.14,3.697,3.5,0.362,0.99,0.0
0.367,0.99,3.876,4.743,4.639,0.367,0.99,0.0
0.388,0.99,4.699,5.034,5.5,0.388,0.99,0.0
0.381,0.99,6.057,6.759,7.009,0.381,0.99,0.0007
0.375,0.99,7.51,8.816,8.879,0.375,0.99,0.00143
0.36,0.99,10.026,11.451,12.385,0.36,0.99,0.00118
0.707,0.99,3.3,3.895,3.535,0.707,0.99,0.0004
0.725,0.99,3.905,4.333,4.369,0.725,0.99,0.00114
0.727,0.99,4.532,5.559,5.556,0.727,0.99,0.00435
0.889,0.99,4.006,4.245,4.639,0.889,0.99,0.00332
0.936,0.99,4.783,5.444,5.556,0.936,0.99,0.00843
0.749,0.99,6.172,7.093,7.426,0.749,0.99,0.01227
1.006,0.99,4.674,5.201,4.825,1.006,0.99,0.01754
0.936,0.99,6.118,6.602,7.353,0.936,0.99,0.02558
0.736,2.5,6.823,7.091,7.143,0.736,2.5,0.0
0.71,2.5,3.96,4.372,4.412,0.71,2.5,0.0
0.852,2.5,4.075,4.362,4.688,0.852,2.5,0.0
0.712,2.5,9.052,10.975,6.428,0.712,2.5,0.00037
0.41,1.27,6.545,6.0,7.2,0.36,1.27,0.0
0.8,1.26,6.0,5.5,6.6,0.72,1.26,0.02923
0.403,1.26,5.455,5.0,6.0,0.36,1.26,0.0
1.042,1.26,6.545,6.0,7.2,1.05,1.26,0.05883
1.264,1.26,6.545,6.0,7.2,1.34,1.26,0.08884
1.118,1.26,6.545,6.0,7.2,1.04,1.26,0.0
0.609,1.26,6.0,5.5,6.6,0.54,1.26,0.005062
1.038,1.26,6.545,6.0,7.2,1.04,1.26,0.07935
0.795,1.26,5.455,5.0,6.0,0.72,1.26,0.01409
0.809,1.26,6.545,6.0,7.2,0.72,1.26,0.05422
0.663,1.26,3.636,3.333,4.0,0.72,1.26,0.0
1.159,1.26,6.545,6.0,7.2,1.25,1.26,0.0752
0.688,1.59,3.836,3.517,4.22,0.72,1.59,0.0
0.78,1.59,4.936,4.525,5.43,0.72,1.59,0.0004104
0.809,1.59,3.836,3.517,4.22,0.9,1.59,0.0
0.519,1.59,3.282,3.008,3.61,0.54,1.59,0.0
0.922,1.59,4.936,4.525,5.43,0.9,1.59,0.001824
0.824,1.59,6.545,6.0,7.2,0.72,1.59,0.01459
1.019,1.59,6.545,6.0,7.2,0.9,1.59,0.02951
0.555,1.59,3.818,3.5,4.2,0.54,1.59,0.0
0.968,1.59,5.755,5.275,6.33,0.9,1.59,0.004515
0.63,1.59,3.273,3.0,3.6,0.72,1.59,0.0
0.812,1.59,5.755,5.275,6.33,0.72,1.59,0.005518
0.497,1.45,3.282,3.008,3.61,0.54,1.45,0.0
0.623,1.45,3.282,3.008,3.61,0.72,1.45,0.0
0.696,1.45,3.836,3.517,4.22,0.72,1.45,0.0
1.041,1.59,4.936,4.525,5.43,1.09,1.59,0.008117
1.065,1.59,6.545,6.0,7.2,1.09,1.59,0.04861
0.533,1.45,3.836,3.517,4.22,0.54,1.45,0.0
0.743,1.45,4.936,4.525,5.43,0.72,1.45,0.0
0.796,1.45,6.545,6.0,7.2,0.72,1.45,0.004834
1.051,1.45,4.936,4.525,5.43,1.09,1.45,0.01478
0.772,1.45,5.755,5.275,6.33,0.72,1.45,0.0003648
0.763,1.45,3.836,3.517,4.22,0.9,1.45,0.0
0.933,1.45,4.936,4.525,5.43,0.9,1.45,0.004241
0.992,1.45,6.545,6.0,7.2,0.9,1.45,0.02148
0.955,1.45,5.755,5.275,6.33,0.9,1.45,0.0114
1.148,1.45,6.545,6.0,7.2,1.09,1.45,0.09686
0.539,1.27,3.836,3.517,4.22,0.54,1.27,0.0
0.784,1.27,6.545,6.0,7.2,0.72,1.27,0.01099
0.691,1.27,3.836,3.517,4.22,0.72,1.27,0.0
0.91,1.27,4.936,4.525,5.43,0.9,1.27,0.004743
1.059,1.27,8.182,7.5,9.0,1.05,1.27,0.05272
1.08,1.27,8.182,7.5,9.0,1.07,1.27,0.08464
0.736,1.27,4.936,4.525,5.43,0.72,1.27,0.0
0.507,1.27,3.282,3.008,3.61,0.54,1.27,0.0
0.605,1.27,3.282,3.008,3.61,0.72,1.27,0.0
0.803,1.27,7.364,6.75,8.1,0.72,1.27,0.05181
0.954,1.27,5.755,5.275,6.33,0.9,1.27,0.007525
1.078,1.27,6.545,6.0,7.2,1.04,1.27,0.06316
0.773,1.27,5.755,5.275,6.33,0.72,1.27,0.005837
1.209,1.27,6.545,6.0,7.2,1.21,1.27,0.082
0.824,1.27,3.836,3.517,4.22,0.9,1.27,0.0
0.97,1.27,6.545,6.0,7.2,0.9,1.27,0.03685
1.066,1.27,6.545,6.0,7.2,1.05,1.27,0.03001
1.232,1.27,6.545,6.0,7.2,1.25,1.27,0.06827
1.259,1.27,6.545,6.0,7.2,1.34,1.27,0.09755
1.163,1.27,6.545,6.0,7.2,1.09,1.27,0.07256
1.033,1.27,4.936,4.525,5.43,1.09,1.27,0.01692
0.839,1.27,3.836,3.517,4.22,0.9,1.27,0.0009577
0.955,1.27,4.936,4.525,5.43,0.9,1.27,0.02093
0.997,1.27,5.755,5.275,6.33,0.9,1.27,0.05381
1.239,1.27,8.182,7.5,9.0,1.28,1.27,0.1002
1.279,1.27,8.182,7.5,9.0,1.4,1.27,0.1618
1.281,1.27,8.182,7.5,9.0,1.4,1.27,0.1431
1.052,1.27,7.818,7.167,8.6,0.97,1.27,0.09212
0.97,1.27,6.545,6.0,7.2,0.9,1.27,0.0366
0.792,1.27,10.909,10.0,12.0,0.72,1.27,0.06964
1.106,1.27,7.818,7.167,8.6,1.04,1.27,0.1019
1.241,1.27,8.182,7.5,9.0,1.24,1.27,0.1229
1.223,1.27,8.182,7.5,9.0,1.24,1.27,0.1336
1.237,1.27,7.818,7.167,8.6,1.16,1.27,0.1399
1.176,1.27,7.818,7.167,8.6,1.1,1.27,0.1199
1.262,1.27,7.818,7.167,8.6,1.22,1.27,0.1436
1.241,1.27,7.818,7.167,8.6,1.22,1.27,0.1653
0.807,1.27,13.636,12.5,15.0,0.72,1.27,0.0778
0.968,1.59,7.836,7.183,8.62,0.87,1.59,0.01833
1.07,1.59,7.836,7.183,8.62,0.99,1.59,0.03142
1.079,1.59,7.836,7.183,8.62,1.09,1.59,0.0347
1.086,1.59,7.836,7.183,8.62,1.18,1.59,0.04579
0.832,1.59,10.909,10.0,12.0,0.72,1.59,0.03475
0.727,1.4,6.364,5.833,7.0,0.7,1.4,0.0003
0.939,1.4,6.364,5.833,7.0,0.9,1.4,0.0012
0.925,0.8,4.545,4.167,5.0,1.0,0.8,0.0125
0.625,0.8,3.273,3.0,3.6,0.7,0.8,0.0017
0.677,0.8,4.545,4.167,5.0,0.7,0.8,0.0029
0.715,0.8,6.364,5.833,7.0,0.7,0.8,0.0084
0.834,0.8,4.545,4.167,5.0,0.9,0.8,0.0086
0.896,0.8,6.364,5.833,7.0,0.9,0.8,0.0183
0.927,0.6,4.545,4.167,5.0,1.0,0.6,0.0286
0.607,0.6,3.273,3.0,3.6,0.7,0.6,0.0051
0.693,0.6,4.545,4.167,5.0,0.7,0.6,0.009
0.833,0.6,4.545,4.167,5.0,0.9,0.6,0.0204
0.724,0.6,6.364,5.833,7.0,0.7,0.6,0.0143
0.189,0.2,1.4736364,1.3508333,1.621,0.189,0.2,9E-06
0.209,0.2,1.8427273,1.6891667,2.027,0.209,0.2,0.000137
0.159,0.2,1.8427273,1.6891667,2.027,0.159,0.2,1.6E-05
0.256,0.2,1.7945454,1.645,1.974,0.256,0.2,0.000588
0.099,0.125,1.1490909,1.0533333,1.264,0.099,0.125,0.0
0.141,0.125,1.0218182,0.93666667,1.124,0.141,0.125,4.7E-05
0.133,0.125,1.4263636,1.3075,1.569,0.133,0.125,0.000204
0.181,0.125,1.5036364,1.3783333,1.654,0.181,0.125,0.000803
0.221,0.125,1.5672728,1.4366666,1.724,0.221,0.125,0.001787
0.251,0.125,1.8554546,1.7008333,2.041,0.251,0.125,0.003094
0.204,0.125,1.9618182,1.7983333,2.158,0.204,0.125,0.001533
0.155,0.125,1.8427273,1.6891667,2.027,0.155,0.125,0.00037
0.137,0.125,1.4454546,1.325,1.59,0.137,0.125,0.000246
0.14,0.125,1.2190909,1.1175,1.341,0.14,0.125,0.000229
0.1,0.125,1.1372727,1.0425,1.251,0.1,0.125,1.2E-05
0.159,0.125,1.8427273,1.6891667,2.027,0.159,0.125,0.000489
0.228,0.125,1.9618182,1.7983333,2.158,0.228,0.125,0.002731
0.257,0.2,1.8936363,1.7358333,2.083,0.257,0.2,0.001364
0.212,0.2,1.7945454,1.645,1.974,0.212,0.2,0.000559
0.15,0.2,1.7945454,1.645,1.974,0.15,0.2,2E-05
0.189,0.2,1.5218182,1.395,1.674,0.189,0.2,0.000125
0.174,0.125,1.6363636,1.5,1.8,0.174,0.125,0.00111
0.215,0.125,1.4645455,1.3425,1.611,0.215,0.125,0.002688
0.253,0.125,1.8554546,1.7008333,2.041,0.253,0.125,0.005383
0.099,0.125,1.160909,1.0641667,1.277,0.099,0.125,0.0
0.139,0.125,1.2190909,1.1175,1.341,0.139,0.125,0.000109
0.138,0.125,1.4263636,1.3075,1.569,0.138,0.125,0.000252
0.181,0.125,1.5036364,1.3783333,1.654,0.181,0.125,0.000886
0.217,0.125,1.5672728,1.4366666,1.724,0.217,0.125,0.002316
0.155,0.125,1.8427273,1.6891667,2.027,0.155,0.125,0.000529
0.206,0.125,1.9618182,1.7983333,2.158,0.206,0.125,0.001885
0.254,0.125,1.9618182,1.7983333,2.158,0.254,0.125,0.00387
0.192,0.2,1.4936364,1.3691666,1.643,0.192,0.2,3.2E-05
0.151,0.2,1.8427273,1.6891667,2.027,0.151,0.2,7E-06
0.214,0.2,1.8427273,1.6891667,2.027,0.214,0.2,0.000246
0.255,0.2,1.8936363,1.7358333,2.083,0.255,0.2,0.001004
0.252,0.2,1.8936363,1.7358333,2.083,0.252,0.2,0.00151
0.216,0.2,1.7945454,1.645,1.974,0.216,0.2,0.00058
0.151,0.2,1.8427273,1.6891667,2.027,0.151,0.2,3.8E-05
0.196,0.2,1.5218182,1.395,1.674,0.196,0.2,0.000238
0.084,0.125,1.160909,1.0641667,1.277,0.084,0.125,3.6E-05
0.118,0.125,1.2190909,1.1175,1.341,0.118,0.125,0.000357
0.116,0.125,1.4263636,1.3075,1.569,0.116,0.125,0.000353
0.152,0.125,1.5672728,1.4366666,1.724,0.152,0.125,0.001222
0.185,0.125,1.5563636,1.4266666,1.712,0.185,0.125,0.002842
0.135,0.125,2.0981817,1.9233333,2.308,0.135,0.125,0.000589
0.218,0.125,1.8554546,1.7008333,2.041,0.218,0.125,0.002981
0.251,0.125,1.8554546,1.7008333,2.041,0.251,0.125,0.005532
0.155,0.125,1.8427273,1.6891667,2.027,0.155,0.125,0.000712
0.208,0.125,1.9618182,1.7983333,2.158,0.208,0.125,0.002544
0.26,0.125,1.9618182,1.7983333,2.158,0.26,0.125,0.004484
0.201,0.125,1.5672728,1.4366666,1.724,0.201,0.125,0.002718
0.183,0.125,1.5036364,1.3783333,1.654,0.183,0.125,0.001163
0.138,0.125,1.4263636,1.3075,1.569,0.138,0.125,0.000288
0.137,0.125,1.0218182,0.93666667,1.124,0.137,0.125,0.000311
0.098,0.125,1.160909,1.0641667,1.277,0.098,0.125,1.6E-05
0.206,0.2,1.4809091,1.3575,1.629,0.206,0.2,0.00026
0.165,0.2,1.8427273,1.6891667,2.027,0.165,0.2,5.8E-05
0.228,0.2,1.8427273,1.6891667,2.027,0.228,0.2,0.000442
0.28,0.2,1.819091,1.6675,2.001,0.28,0.2,0.001784
0.096,0.125,0.9718182,0.8908333,1.069,0.096,0.125,0.0
0.136,0.125,1.0218182,0.93666667,1.124,0.136,0.125,0.0
0.129,0.125,1.4263636,1.3075,1.569,0.129,0.125,2.5E-05
0.174,0.125,1.5036364,1.3783333,1.654,0.174,0.125,0.000126
0.211,0.125,1.5345454,1.4066666,1.688,0.211,0.125,0.000653
0.152,0.125,1.8427273,1.6891667,2.027,0.152,0.125,4.3E-05
0.204,0.125,1.9618182,1.7983333,2.158,0.204,0.125,0.001021
0.254,0.125,1.9618182,1.7983333,2.158,0.254,0.125,0.002458
0.186,0.2,1.5345454,1.4066666,1.688,0.186,0.2,0.0
0.148,0.2,1.8427273,1.6891667,2.027,0.148,0.2,0.0
0.208,0.2,1.8427273,1.6891667,2.027,0.208,0.2,1.8E-05
0.253,0.2,1.8936363,1.7358333,2.083,0.253,0.2,0.00012
0.103,0.125,1.160909,1.0641667,1.277,0.103,0.125,0.0
0.135,0.125,1.0218182,0.93666667,1.124,0.135,0.125,0.000182
0.138,0.125,1.4263636,1.3075,1.569,0.138,0.125,0.000282
0.183,0.125,1.5036364,1.3783333,1.654,0.183,0.125,0.000845
0.22,0.125,1.5672728,1.4366666,1.724,0.22,0.125,0.002234
0.158,0.125,1.8427273,1.6891667,2.027,0.158,0.125,0.000488
0.218,0.125,1.9618182,1.7983333,2.158,0.218,0.125,0.002101
0.263,0.125,1.9618182,1.7983333,2.158,0.263,0.125,0.004343
0.19,0.2,1.4963636,1.3716667,1.646,0.19,0.2,6.9E-05
0.148,0.2,1.8427273,1.6891667,2.027,0.148,0.2,1.5E-05
0.213,0.2,1.7945454,1.645,1.974,0.213,0.2,0.00035
0.25,0.2,1.8936363,1.7358333,2.083,0.25,0.2,0.001122
0.025,0.03333333,0.9241257,0.8471152,1.0165383,0.025,0.03333333,0.0
0.056,0.03333333,0.9126205,0.8365688,1.0038825,0.056,0.03333333,0.0
0.057,0.03333333,0.9126205,0.8365688,1.0038825,0.057,0.03333333,0.000305982
0.079,0.03333333,0.9211566,0.84439355,1.0132723,0.079,0.03333333,0.001163984
0.077,0.03333333,1.4489104,1.3281678,1.5938014,0.077,0.03333333,0.00119297
0.11,0.03333333,1.4414876,1.3213637,1.5856364,0.11,0.03333333,0.003023011
0.133,0.03333333,1.458931,1.3373533,1.6048241,0.133,0.03333333,0.004528018
0.146,0.18333334,1.4492815,1.328508,1.5942096,0.146,0.18333334,0.000166021
0.116,0.18333334,1.4741474,1.3513018,1.6215622,0.116,0.18333334,5.79713E-05
0.081,0.18333334,1.4644979,1.3424565,1.6109477,0.081,0.18333334,1.8031E-05
0.058,0.18333334,0.9797959,0.8981462,1.0777755,0.058,0.18333334,0.0
0.027,0.18333334,0.95864123,0.87875444,1.0545053,0.027,0.18333334,0.0
0.027,0.03333333,0.9189298,0.84235233,1.0108228,0.027,0.03333333,0.0
0.057,0.03333333,0.9126205,0.8365688,1.0038825,0.057,0.03333333,0.000307003
0.076,0.03333333,0.9523319,0.87297094,1.0475651,0.076,0.03333333,0.001040013
0.075,0.03333333,1.5405806,1.4121989,1.6946386,0.075,0.03333333,0.001278974
0.113,0.03333333,1.4607866,1.3390543,1.6068653,0.113,0.03333333,0.003041994
0.136,0.03333333,1.447797,1.3271471,1.5925766,0.136,0.03333333,0.004590004
0.028,0.18333334,0.95158964,0.8722905,1.0467486,0.028,0.18333334,0.0
0.059,0.18333334,0.9467649,0.8678678,1.0414414,0.059,0.18333334,0.0
0.081,0.18333334,1.4630134,1.3410957,1.6093148,0.081,0.18333334,0.0
0.115,0.18333334,1.4682093,1.3458586,1.6150303,0.115,0.18333334,4.79692E-05
0.139,0.18333334,1.5524569,1.4230855,1.7077026,0.139,0.18333334,0.000136015
0.026,0.1,0.9371154,0.85902244,1.0308269,0.026,0.1,0.0
0.059,0.1,0.9126205,0.8365688,1.0038825,0.059,0.1,1.02062E-06
0.081,0.1,0.92227,0.84541416,1.014497,0.081,0.1,0.000130027
0.034,0.1,1.2214047,1.1196209,1.3435451,0.034,0.1,0.0
0.076,0.1,1.2199202,1.1182601,1.3419122,0.076,0.1,4.70166E-05
0.108,0.1,1.2815285,1.1747345,1.4096813,0.108,0.1,0.00047003
0.133,0.1,1.2600027,1.1550025,1.3860029,0.133,0.1,0.001238966
0.085,0.1,1.5257353,1.3985906,1.6783087,0.085,0.1,0.000117031
0.122,0.1,1.4259,1.3070749,1.5684899,0.122,0.1,0.001048994
0.147,0.1,1.4489104,1.3281678,1.5938014,0.147,0.1,0.001988986
0.028,0.25,0.9541876,0.87467194,1.0496063,0.028,0.25,0.0
0.058,0.25,0.9786825,0.8971256,1.0765507,0.058,0.25,0.0
0.034,0.25,1.2188067,1.1172395,1.3406874,0.034,0.25,0.0
0.074,0.25,1.2087861,1.1080539,1.3296647,0.074,0.25,0.0
0.086,0.1,1.2084149,1.1077137,1.3292564,0.086,0.1,0.0
0.081,0.25,1.4741474,1.3513018,1.6215622,0.081,0.25,0.0
0.115,0.25,1.503096,1.377838,1.6534055,0.115,0.25,4.28661E-06
0.142,0.25,1.4789722,1.3557246,1.6268694,0.142,0.25,1.87114E-05
0.058,0.25,0.9467649,0.8678678,1.0414414,0.058,0.25,0.0
0.033,0.25,1.2009922,1.1009096,1.3210914,0.033,0.25,0.0
0.072,0.25,1.1657344,1.0685899,1.2823079,0.072,0.25,0.0
0.101,0.25,1.235879,1.132889,1.3594668,0.101,0.25,0.0
0.082,0.25,1.4630134,1.3410957,1.6093148,0.082,0.25,0.0
0.116,0.25,1.4704361,1.3478998,1.6174797,0.116,0.25,0.0
0.138,0.25,1.547261,1.4183226,1.7019871,0.138,0.25,1.10227E-05
0.057,0.1,0.9126205,0.8365688,1.0038825,0.057,0.1,1.70103E-05
0.086,0.1,0.9564144,0.8767132,1.0520558,0.086,0.1,0.000100973
0.033,0.1,1.2336521,1.1308478,1.3570173,0.033,0.1,0.0
0.074,0.1,1.2102706,1.1094147,1.3312976,0.074,0.1,4.79692E-05
0.106,0.1,1.216951,1.1155385,1.3386462,0.106,0.1,0.000443017
0.132,0.1,1.2633429,1.1580644,1.3896772,0.132,0.1,0.001298025
0.082,0.1,1.431838,1.3125182,1.5750219,0.082,0.1,8.79775E-05
0.117,0.1,1.4637557,1.341776,1.6101313,0.117,0.1,0.001050967
0.146,0.1,1.4511371,1.330209,1.5962508,0.146,0.1,0.001278974
0.122,0.0,1.4270134,1.3080956,1.5697147,0.122,0.0,0.0028816
0.07,0.0,1.4028896,1.2859821,1.5431786,0.07,0.0,0.001032215
0.098,0.0,1.2418171,1.1383324,1.3659987,0.098,0.0,0.002428286
0.029,0.0,1.2202913,1.1186004,1.3423203,0.029,0.0,0.000169799
0.071,0.0,1.0087444,0.9246824,1.1096189,0.071,0.0,0.001070278
0.027,0.0,0.9152184,0.8389502,1.0067403,0.027,0.0,0.000181928
0.132,0.033,1.4329515,1.3135389,1.5762466,0.132,0.033,0.001718208
0.077,0.033,1.448168,1.3274873,1.5929848,0.077,0.033,0.000279558
0.113,0.033,1.2945182,1.1866417,1.42397,0.113,0.033,0.001065762
0.031,0.033,1.2336521,1.1308478,1.3570173,0.031,0.033,1.86599E-05
0.08,0.033,0.9126205,0.8365688,1.0038825,0.08,0.033,0.000421273
0.028,0.033,0.9148473,0.83861005,1.006332,0.028,0.033,0.0
0.071,0.033,1.2655697,1.1601056,1.3921267,0.071,0.033,0.000280246
0.059,0.033,0.9118782,0.8358884,1.0030661,0.059,0.033,0.00015709
0.128,0.1,1.4604155,1.3387142,1.606457,0.128,0.1,0.000380846
0.156,0.1,1.4533639,1.3322502,1.5987003,0.156,0.1,0.000708224
0.152,0.1,1.473034,1.3502812,1.6203375,0.152,0.1,0.000688143
0.151,0.1,1.473034,1.3502812,1.6203375,0.151,0.1,0.000747281
0.145,0.1,1.4333227,1.3138791,1.5766549,0.145,0.1,0.0005503
0.156,0.1,1.4578176,1.3363327,1.6035993,0.156,0.1,0.00076943
0.151,0.1,1.4708072,1.34824,1.617888,0.151,0.1,0.000825127
0.027,0.25,0.95864123,0.87875444,1.0545053,0.027,0.25,0.0
0.058,0.25,0.9797959,0.8981462,1.0777755,0.058,0.25,0.0
0.027,0.25,0.95864123,0.87875444,1.0545053,0.027,0.25,0.0
0.057,0.25,0.9797959,0.8981462,1.0777755,0.057,0.25,0.0
0.034,0.25,1.2080438,1.1073735,1.3288482,0.034,0.25,0.0
0.076,0.25,1.2106417,1.1097549,1.3317059,0.076,0.25,0.0
0.104,0.25,1.1594251,1.0628064,1.2753676,0.104,0.25,0.0
0.082,0.25,1.4689516,1.3465389,1.6158468,0.082,0.25,0.0
0.115,0.25,1.4685805,1.3461988,1.6154385,0.115,0.25,0.0
0.142,0.25,1.4789722,1.3557246,1.6268694,0.142,0.25,0.0
0.024,0.1,0.9241257,0.8471152,1.0165383,0.024,0.1,0.0
0.058,0.1,0.9126205,0.8365688,1.0038825,0.058,0.1,0.0
0.083,0.1,0.92227,0.84541416,1.014497,0.083,0.1,0.0
0.033,0.1,1.2670542,1.1614664,1.3937596,0.033,0.1,0.0
0.075,0.1,1.2154665,1.1141776,1.3370131,0.075,0.1,0.0
0.107,0.1,1.2726213,1.1665695,1.3998834,0.107,0.1,3.30001E-05
0.083,0.1,1.5231372,1.3962091,1.675451,0.083,0.1,3.00062E-05
0.121,0.1,1.4607866,1.3390543,1.6068653,0.121,0.1,0.000315032
0.152,0.1,1.4511371,1.330209,1.5962508,0.152,0.1,0.000581005
0.136,0.1,1.2540646,1.1495591,1.379471,0.136,0.1,0.000176023
0.081,0.1,0.9248679,0.8477956,1.0173547,0.081,0.1,0.0
0.076,0.1,1.2102706,1.1094147,1.3312976,0.076,0.1,0.0
0.106,0.1,1.2217758,1.1199611,1.3439534,0.106,0.1,3.89877E-05
0.133,0.1,1.2507243,1.1464972,1.3757968,0.133,0.1,0.000172009
0.082,0.1,1.431838,1.3125182,1.5750219,0.082,0.1,1.70103E-05
0.122,0.1,1.4459412,1.3254461,1.5905353,0.122,0.1,0.000317005
0.148,0.1,1.4511371,1.330209,1.5962508,0.148,0.1,0.000710012
0.102,0.25,1.2121263,1.1111158,1.333339,0.102,0.25,0.0
0.079,0.25,1.4682093,1.3458586,1.6150303,0.079,0.25,0.0
0.115,0.25,1.4682093,1.3458586,1.6150303,0.115,0.25,0.0
0.138,0.25,1.5405806,1.4121989,1.6946386,0.138,0.25,0.0
0.127,0.0,1.4214463,1.3029925,1.563591,0.127,0.0,0.002602042
0.071,0.0,1.4767454,1.3536832,1.6244199,0.071,0.0,0.001042967
0.102,0.0,1.2121263,1.1111158,1.333339,0.102,0.0,0.001976692
0.029,0.0,1.2410748,1.1376519,1.3651823,0.029,0.0,0.000332889
0.062,0.0,1.0176517,0.9328473,1.1194168,0.062,0.0,0.000891253
0.052,0.0,0.9241257,0.8471152,1.0165383,0.052,0.0,0.000646102
0.06,0.033,0.9000019,0.8250018,0.9900021,0.06,0.033,6.19329E-05
0.082,0.033,0.9126205,0.8365688,1.0038825,0.082,0.033,0.00024999
