Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q
0.086,1.138,0.949,1.035,0.7,1000.0,45.0,0.7,0.086,1.138,0.949,1.035,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,1.964e-05
0.027,0.759,0.632,0.69,0.7,1000.0,45.0,0.7,0.027,0.759,0.632,0.69,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0
0.04,0.873,0.727,0.793,0.7,1000.0,45.0,0.7,0.04,0.873,0.727,0.793,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0
0.054,0.987,0.822,0.897,0.7,1000.0,45.0,0.7,0.054,0.987,0.822,0.897,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0
0.086,1.138,0.949,1.035,0.7,1000.0,45.0,0.7,0.086,1.138,0.949,1.035,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,5.344e-06
0.105,1.045,0.894,0.986,0.7,10.0,0.0,0.09,0.064,1.067,0.983,1.148,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,4.028e-05
0.088,1.313,1.106,1.245,0.7,10.0,0.0,0.09,0.062,1.313,1.138,1.241,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,4.018e-05
0.093,1.652,1.314,1.496,0.7,10.0,0.0,0.09,0.067,1.707,1.328,1.494,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,2.413e-05
0.091,1.045,0.885,0.973,0.7,10.0,0.0,0.09,0.06,1.045,0.945,1.096,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,5.277e-05
0.071,1.313,1.117,1.241,0.7,10.0,0.0,0.09,0.054,1.313,1.132,1.23,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,1.777e-05
0.106,1.313,1.105,1.254,0.7,10.0,0.0,0.09,0.068,1.384,1.149,1.294,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,6.282e-05
0.098,1.045,0.892,0.98,0.7,10.0,0.0,0.09,0.062,1.067,0.958,1.115,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,3.467e-05
0.065,1.652,1.317,1.489,0.7,10.0,0.0,0.09,0.053,1.707,1.345,1.428,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,1.816e-05
0.082,1.045,0.878,0.965,0.7,10.0,0.0,0.09,0.057,1.067,0.923,1.055,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,1.946e-05
0.111,1.045,0.905,0.995,0.7,10.0,0.0,0.09,0.066,1.067,0.987,1.176,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,4.154e-05
0.098,1.045,0.892,0.98,0.7,10.0,0.0,0.247,0.083,1.045,0.962,1.016,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,5.969e-05
0.082,1.045,0.878,0.965,0.7,10.0,0.0,0.247,0.07,1.045,0.918,0.989,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,2.323e-05
0.091,1.045,0.885,0.973,0.7,10.0,0.0,0.247,0.076,1.045,0.937,1.004,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,4.326e-05
0.105,1.045,0.894,0.986,0.7,10.0,0.0,0.247,0.088,1.045,0.973,1.03,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,8.032e-05
0.111,1.045,0.912,1.003,0.7,10.0,0.0,0.247,0.094,1.045,0.986,1.047,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,0.0001212
0.097,1.313,1.104,1.249,0.7,10.0,0.0,0.247,0.086,1.313,1.176,1.277,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,7.953e-05
0.109,1.313,1.108,1.257,0.7,10.0,0.0,0.247,0.096,1.313,1.189,1.297,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,0.0001223
0.106,1.313,1.105,1.254,0.7,10.0,0.0,0.247,0.094,1.313,1.19,1.289,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,0.0001214
0.088,1.313,1.106,1.245,0.7,10.0,0.0,0.247,0.078,1.313,1.166,1.267,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,3.103e-05
0.101,1.313,1.107,1.251,0.7,10.0,0.0,0.247,0.088,1.313,1.177,1.28,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,9.345e-05
0.093,1.652,1.314,1.496,0.7,10.0,0.0,0.247,0.086,1.707,1.385,1.524,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,6.534e-05
0.108,1.652,1.309,1.5,0.7,10.0,0.0,0.247,0.099,1.707,1.412,1.534,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,0.000153
0.079,1.652,1.316,1.492,0.7,10.0,0.0,0.247,0.073,1.707,1.372,1.515,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,2.395e-05
0.101,1.652,1.311,1.498,0.7,10.0,0.0,0.247,0.092,1.707,1.391,1.53,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,0.0001228
0.075,1.707,1.255,1.476,0.7,10.0,0.0,0.247,0.069,1.707,1.328,1.495,0.247,0.0,1.0,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.129,0.0,4.615e-05
0.079,1.045,0.868,1.025,0.7,50.0,0.0,0.155,0.057,1.067,0.953,1.118,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,2.685e-05
0.083,1.045,0.874,1.038,0.7,50.0,0.0,0.155,0.06,1.067,0.967,1.134,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,5.228e-05
0.074,1.045,0.866,1.014,0.7,50.0,0.0,0.155,0.054,1.067,0.936,1.092,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,1.318e-05
0.084,1.313,0.997,1.278,0.7,50.0,0.0,0.155,0.061,1.384,1.12,1.384,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,0.0001107
0.083,1.313,0.993,1.269,0.7,50.0,0.0,0.155,0.061,1.384,1.133,1.379,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,9.409e-05
0.078,1.313,1.004,1.256,0.7,50.0,0.0,0.155,0.057,1.384,1.106,1.366,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,6.505e-05
0.055,1.313,1.024,1.235,0.7,50.0,0.0,0.155,0.039,1.384,1.051,1.313,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,2.112e-05
0.062,1.707,1.144,1.445,0.7,50.0,0.0,0.155,0.044,1.707,1.249,1.544,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,5.497e-05
0.083,1.707,1.084,1.464,0.7,50.0,0.0,0.155,0.061,1.707,1.298,1.608,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,0.0001752
0.072,1.707,1.105,1.451,0.7,50.0,0.0,0.155,0.052,1.707,1.248,1.575,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,0.000115
0.05,1.707,1.153,1.443,0.7,50.0,0.0,0.155,0.035,1.707,1.192,1.515,0.155,0.0,1.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.085,0.0,1.554e-05
0.112,1.045,0.886,0.988,0.7,50.0,0.0,0.127,0.054,1.067,0.958,1.155,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,9.515e-06
0.115,1.045,0.887,0.992,0.7,50.0,0.0,0.127,0.055,1.067,0.969,1.17,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,1.267e-05
0.118,1.045,0.889,0.995,0.7,50.0,0.0,0.127,0.056,1.067,0.97,1.179,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,1.275e-05
0.118,1.313,1.084,1.258,0.7,50.0,0.0,0.127,0.054,1.347,1.098,1.411,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,3.095e-05
0.116,1.313,1.087,1.254,0.7,50.0,0.0,0.127,0.054,1.347,1.116,1.4,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,2.048e-05
0.108,1.313,1.087,1.248,0.7,50.0,0.0,0.127,0.05,1.313,1.089,1.387,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,1.199e-05
0.148,1.707,1.259,1.517,0.7,50.0,0.0,0.127,0.067,1.652,1.337,1.643,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,9.415e-05
0.113,1.707,1.254,1.5,0.7,50.0,0.0,0.127,0.053,1.652,1.248,1.61,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,5.336e-05
0.084,1.707,1.252,1.485,0.7,50.0,0.0,0.127,0.039,1.652,1.192,1.53,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,1.748e-05
0.068,1.707,1.252,1.484,0.7,50.0,0.0,0.127,0.031,1.652,1.173,1.499,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,3.857e-06
0.125,1.313,1.083,1.261,0.7,50.0,0.0,0.127,0.057,1.384,1.12,1.415,0.127,0.0,1.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.113,0.0,3.379e-05
0.071,1.313,1.117,1.241,0.7,10.0,0.0,0.088,0.054,1.313,1.132,1.23,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,2.925e-05
0.106,1.313,1.105,1.254,0.7,10.0,0.0,0.088,0.068,1.384,1.149,1.294,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.0001103
0.088,1.313,1.106,1.245,0.7,10.0,0.0,0.088,0.062,1.313,1.138,1.241,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,7.222e-05
0.122,1.313,1.115,1.268,0.7,10.0,0.0,0.088,0.074,1.384,1.187,1.362,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.0001547
0.114,1.313,1.106,1.259,0.7,10.0,0.0,0.088,0.07,1.384,1.153,1.325,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.00012
0.079,1.652,1.316,1.492,0.7,10.0,0.0,0.088,0.061,1.707,1.352,1.449,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,7.373e-05
0.108,1.652,1.309,1.5,0.7,10.0,0.0,0.088,0.072,1.707,1.343,1.527,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.0001371
0.065,1.652,1.317,1.489,0.7,10.0,0.0,0.088,0.053,1.707,1.345,1.428,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,3.377e-05
0.093,1.652,1.314,1.496,0.7,10.0,0.0,0.088,0.067,1.707,1.328,1.494,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.0001065
0.101,1.652,1.311,1.498,0.7,10.0,0.0,0.088,0.07,1.707,1.349,1.498,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.0001179
0.082,1.045,0.878,0.965,0.7,10.0,0.0,0.088,0.057,1.067,0.923,1.055,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,3.974e-05
0.111,1.045,0.905,0.995,0.7,10.0,0.0,0.088,0.066,1.067,0.987,1.176,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,0.0001062
0.098,1.045,0.892,0.98,0.7,10.0,0.0,0.088,0.062,1.067,0.958,1.115,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,7.95e-05
0.105,1.045,0.894,0.986,0.7,10.0,0.0,0.088,0.064,1.067,0.983,1.148,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,8.175e-05
0.091,1.045,0.885,0.973,0.7,10.0,0.0,0.088,0.06,1.045,0.945,1.096,0.088,0.0,1.0,0.1,0.1,0.1,0.1,0.147,0.0,0.0,0.0,0.0,0.147,0.0,5.17e-05
0.098,1.045,0.892,0.98,0.7,10.0,0.0,0.248,0.083,1.045,0.962,1.016,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001087
0.082,1.045,0.878,0.965,0.7,10.0,0.0,0.248,0.07,1.045,0.918,0.989,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,3.914e-05
0.091,1.045,0.885,0.973,0.7,10.0,0.0,0.248,0.076,1.045,0.937,1.004,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,4.808e-05
0.105,1.045,0.894,0.986,0.7,10.0,0.0,0.248,0.088,1.045,0.973,1.03,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001221
0.111,1.045,0.912,1.003,0.7,10.0,0.0,0.248,0.094,1.045,0.986,1.047,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001773
0.097,1.313,1.104,1.249,0.7,10.0,0.0,0.248,0.086,1.313,1.176,1.277,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,6.664e-05
0.109,1.313,1.108,1.257,0.7,10.0,0.0,0.248,0.096,1.313,1.189,1.297,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001514
0.106,1.313,1.105,1.254,0.7,10.0,0.0,0.248,0.094,1.313,1.19,1.289,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001091
0.088,1.313,1.106,1.245,0.7,10.0,0.0,0.248,0.078,1.313,1.166,1.267,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,2.895e-05
0.101,1.313,1.107,1.251,0.7,10.0,0.0,0.248,0.088,1.313,1.177,1.28,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,6.124e-05
0.093,1.652,1.314,1.496,0.7,10.0,0.0,0.248,0.086,1.707,1.385,1.524,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,5.385e-05
0.108,1.652,1.309,1.5,0.7,10.0,0.0,0.248,0.099,1.707,1.412,1.534,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001283
0.079,1.652,1.316,1.492,0.7,10.0,0.0,0.248,0.073,1.707,1.372,1.515,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,2.779e-05
0.101,1.652,1.311,1.498,0.7,10.0,0.0,0.248,0.092,1.707,1.391,1.53,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,0.0001702
0.075,1.707,1.255,1.476,0.7,10.0,0.0,0.248,0.069,1.707,1.328,1.495,0.248,0.0,1.0,0.1,0.1,0.1,0.1,0.128,0.0,0.0,0.0,0.0,0.128,0.0,7.187e-05
0.098,1.045,0.892,0.98,0.7,10.0,0.0,0.245,0.083,1.045,0.962,1.016,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0001176
0.082,1.045,0.878,0.965,0.7,10.0,0.0,0.245,0.07,1.045,0.918,0.989,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,4.596e-05
0.091,1.045,0.885,0.973,0.7,10.0,0.0,0.245,0.076,1.045,0.937,1.004,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,7.649e-05
0.105,1.045,0.894,0.986,0.7,10.0,0.0,0.245,0.088,1.045,0.973,1.03,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,7.649e-05
0.111,1.045,0.912,1.003,0.7,10.0,0.0,0.245,0.094,1.045,0.986,1.047,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0002644
0.097,1.313,1.104,1.249,0.7,10.0,0.0,0.245,0.086,1.313,1.176,1.277,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0001465
0.092,1.313,1.108,1.246,0.7,10.0,0.0,0.245,0.081,1.313,1.174,1.269,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,9.812e-05
0.088,1.313,1.106,1.245,0.7,10.0,0.0,0.245,0.078,1.313,1.166,1.267,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,6.8e-05
0.106,1.313,1.105,1.254,0.7,10.0,0.0,0.245,0.094,1.313,1.19,1.289,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0002261
0.101,1.313,1.107,1.251,0.7,10.0,0.0,0.245,0.088,1.313,1.177,1.28,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0001758
0.093,1.652,1.314,1.496,0.7,10.0,0.0,0.245,0.086,1.707,1.385,1.524,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0001299
0.063,1.707,1.249,1.467,0.7,10.0,0.0,0.245,0.058,1.707,1.318,1.48,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,1.906e-05
0.079,1.652,1.316,1.492,0.7,10.0,0.0,0.245,0.073,1.707,1.372,1.515,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,4.297e-05
0.101,1.652,1.311,1.498,0.7,10.0,0.0,0.245,0.092,1.707,1.391,1.53,0.245,0.0,1.0,0.2,0.2,0.2,0.2,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0001606
0.071,1.313,1.117,1.241,0.7,10.0,0.0,0.086,0.054,1.313,1.132,1.23,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,3.388e-05
0.106,1.313,1.105,1.254,0.7,10.0,0.0,0.086,0.068,1.384,1.149,1.294,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001237
0.088,1.313,1.106,1.245,0.7,10.0,0.0,0.086,0.062,1.313,1.138,1.241,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,8.804e-05
0.122,1.313,1.115,1.268,0.7,10.0,0.0,0.086,0.074,1.384,1.187,1.362,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001453
0.114,1.313,1.106,1.259,0.7,10.0,0.0,0.086,0.07,1.384,1.153,1.325,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001558
0.079,1.652,1.316,1.492,0.7,10.0,0.0,0.086,0.061,1.707,1.352,1.449,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,5.26e-05
0.108,1.652,1.309,1.5,0.7,10.0,0.0,0.086,0.072,1.707,1.343,1.527,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001839
0.065,1.652,1.317,1.489,0.7,10.0,0.0,0.086,0.053,1.707,1.345,1.428,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,3.962e-05
0.093,1.652,1.314,1.496,0.7,10.0,0.0,0.086,0.067,1.707,1.328,1.494,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001193
0.101,1.652,1.311,1.498,0.7,10.0,0.0,0.086,0.07,1.707,1.349,1.498,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001649
0.082,1.045,0.878,0.965,0.7,10.0,0.0,0.086,0.057,1.067,0.923,1.055,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,4.186e-05
0.111,1.045,0.905,0.995,0.7,10.0,0.0,0.086,0.066,1.067,0.987,1.176,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001253
0.098,1.045,0.892,0.98,0.7,10.0,0.0,0.086,0.062,1.067,0.958,1.115,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,8.469e-05
0.105,1.045,0.894,0.986,0.7,10.0,0.0,0.086,0.064,1.067,0.983,1.148,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,0.0001119
0.091,1.045,0.885,0.973,0.7,10.0,0.0,0.086,0.06,1.045,0.945,1.096,0.086,0.0,1.0,0.2,0.2,0.2,0.2,0.148,0.0,0.0,0.0,0.0,0.148,0.0,5.709e-05
0.468,2.667,2.263,2.688,3.0,13.0,0.0,0.83,0.441,2.667,1.753,3.278,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.0003543
0.427,2.667,2.265,2.719,3.0,13.0,0.0,0.83,0.414,2.667,1.846,3.224,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.000239
0.358,2.667,2.27,2.664,3.0,13.0,0.0,0.83,0.355,2.667,1.958,3.015,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,8.531e-05
0.228,2.667,2.26,2.585,3.0,13.0,0.0,0.83,0.229,2.667,2.181,2.748,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.001037
0.494,3.2,2.677,3.118,3.0,13.0,0.0,0.83,0.498,3.2,1.843,3.587,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.0006498
0.339,3.2,2.689,3.102,3.0,13.0,0.0,0.83,0.362,3.2,2.2,3.318,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,7.022e-05
0.607,3.368,2.866,3.488,3.0,13.0,0.0,0.83,0.603,3.368,1.761,4.462,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.001448
0.467,3.765,3.159,3.848,3.0,13.0,0.0,0.83,0.516,3.765,2.073,4.34,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.16,0.0,0.0,0.0,0.0,1.16,0.0,0.0007476
0.275,2.065,1.75,2.06,3.0,13.0,0.0,0.83,0.258,2.065,1.714,2.349,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.4,0.0,0.0,0.0,0.0,1.4,0.0,5.37e-06
0.468,2.667,2.263,2.688,3.0,13.0,0.0,0.83,0.441,2.667,1.753,3.278,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0002163
0.427,2.667,2.265,2.719,3.0,13.0,0.0,0.83,0.414,2.667,1.846,3.224,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0001598
0.358,2.667,2.27,2.664,3.0,13.0,0.0,0.83,0.355,2.667,1.958,3.015,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.4,0.0,0.0,0.0,0.0,1.4,0.0,4.931e-05
0.642,3.2,2.666,3.162,3.0,13.0,0.0,0.83,0.585,3.2,1.768,4.234,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0008729
0.57,3.2,2.672,3.138,3.0,13.0,0.0,0.83,0.548,3.2,1.755,3.887,0.83,0.0,1.0,0.1,0.1,0.1,0.1,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0008403
