Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q
0.104,3.3,2.75,3.0,0.7,50.0,0.0,0.3,0.109,3.675,3.062,3.34,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000872
0.223,2.074,1.728,1.886,0.7,50.0,0.0,0.3,0.178,2.105,1.754,1.914,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00138
0.211,2.12,1.766,1.927,0.7,50.0,0.0,0.3,0.17,2.423,2.019,2.202,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00145
0.186,2.023,1.686,1.839,0.7,50.0,0.0,0.3,0.158,2.293,1.911,2.085,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00143
0.181,2.109,1.758,1.917,0.7,50.0,0.0,0.3,0.154,2.334,1.945,2.122,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00157
0.137,2.64,2.2,2.4,0.7,50.0,0.0,0.3,0.155,2.639,2.199,2.399,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00209
0.2,2.109,1.758,1.917,0.7,50.0,0.0,0.3,0.17,2.43,2.025,2.209,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00125
0.178,1.994,1.661,1.812,0.7,50.0,0.0,0.3,0.156,2.301,1.918,2.092,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00095
0.14,1.806,1.505,1.642,0.7,50.0,0.0,0.3,0.131,2.316,1.93,2.106,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000716
0.069,3.3,2.75,3.0,0.7,50.0,0.0,0.3,0.074,3.268,2.724,2.971,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000257
0.194,2.002,1.668,1.82,0.7,50.0,0.0,0.3,0.158,2.263,1.886,2.057,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000883
0.168,1.851,1.543,1.683,0.7,50.0,0.0,0.3,0.142,2.11,1.758,1.918,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000425
0.131,1.666,1.389,1.515,0.7,50.0,0.0,0.3,0.122,2.419,2.015,2.199,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000201
0.188,1.825,1.521,1.659,0.8,50.0,0.0,0.4,0.162,1.807,1.506,1.643,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.165,1.986,1.655,1.805,0.8,50.0,0.0,0.4,0.16,2.119,1.766,1.926,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00389
0.168,2.155,1.796,1.959,0.8,50.0,0.0,0.4,0.168,2.326,1.938,2.114,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00577
0.167,2.361,1.968,2.147,0.8,50.0,0.0,0.4,0.166,2.466,2.055,2.241,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00972
0.189,2.627,2.189,2.388,0.8,50.0,0.0,0.4,0.176,2.581,2.151,2.346,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.15,1.744,1.453,1.586,0.8,50.0,0.0,0.4,0.118,1.748,1.457,1.589,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00183
0.138,1.755,1.462,1.595,0.8,50.0,0.0,0.4,0.134,1.828,1.524,1.662,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0022
0.132,1.849,1.541,1.681,0.8,50.0,0.0,0.4,0.135,2.004,1.67,1.822,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00248
0.127,1.945,1.621,1.769,0.8,50.0,0.0,0.4,0.131,2.261,1.884,2.056,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00278
0.124,2.109,1.758,1.917,0.8,50.0,0.0,0.4,0.131,2.499,2.082,2.271,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0033
0.128,2.453,2.044,2.23,0.8,50.0,0.0,0.4,0.135,2.763,2.303,2.512,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00386
0.13,2.898,2.415,2.634,0.8,50.0,0.0,0.4,0.133,2.927,2.439,2.66,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00445
0.155,3.172,2.643,2.883,0.8,50.0,0.0,0.4,0.148,3.029,2.524,2.753,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00642
0.118,1.69,1.409,1.537,0.8,50.0,0.0,0.4,0.095,1.708,1.423,1.552,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.000883
0.087,2.088,1.74,1.898,0.8,50.0,0.0,0.4,0.095,2.702,2.251,2.456,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00122
0.091,2.667,2.223,2.425,0.8,50.0,0.0,0.4,0.096,3.507,2.923,3.189,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00193
0.09,3.338,2.782,3.035,0.8,50.0,0.0,0.4,0.095,3.923,3.269,3.566,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00212
0.116,3.826,3.189,3.479,0.8,50.0,0.0,0.4,0.11,4.011,3.343,3.647,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00372
0.242,2.066,1.722,1.878,0.8,50.0,0.0,0.4,0.196,2.148,1.79,1.953,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.177,1.975,1.646,1.795,0.8,50.0,0.0,0.4,0.168,2.265,1.887,2.059,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00473
0.181,2.147,1.789,1.951,0.8,50.0,0.0,0.4,0.164,2.274,1.895,2.067,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00558
0.145,2.844,2.37,2.586,0.8,50.0,0.0,0.4,0.129,2.72,2.267,2.473,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00441
0.168,1.945,1.621,1.769,0.8,50.0,0.0,0.4,0.163,2.143,1.786,1.949,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00398
0.133,1.792,1.494,1.629,0.8,50.0,0.0,0.4,0.132,2.2,1.833,2.0,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0029
0.073,3.44,2.867,3.127,0.8,50.0,0.0,0.4,0.082,3.389,2.824,3.081,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00167
0.157,1.827,1.523,1.661,0.8,50.0,0.0,0.4,0.146,1.98,1.65,1.8,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00292
0.121,1.597,1.33,1.451,0.8,50.0,0.0,0.4,0.117,2.085,1.737,1.895,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.00163
0.03,4.731,3.942,4.301,0.8,50.0,0.0,0.4,0.035,4.975,4.146,4.523,0.4,0.0,1.0,4.0,4.0,4.0,4.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,4.47e-05
0.174,1.79,1.491,1.627,0.7,20.0,0.0,0.3,0.152,1.833,1.527,1.666,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000201
0.167,1.983,1.652,1.803,0.7,20.0,0.0,0.3,0.155,2.226,1.855,2.024,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000995
0.153,2.171,1.809,1.973,0.7,20.0,0.0,0.3,0.165,2.478,2.065,2.253,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00188
0.167,2.353,1.961,2.139,0.7,20.0,0.0,0.3,0.162,2.738,2.282,2.489,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0024
0.174,2.546,2.122,2.315,0.7,20.0,0.0,0.3,0.183,2.693,2.244,2.448,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00284
0.137,1.725,1.438,1.569,0.7,20.0,0.0,0.3,0.137,1.766,1.472,1.605,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000179
0.133,1.986,1.655,1.805,0.7,20.0,0.0,0.3,0.14,2.376,1.98,2.16,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000771
0.14,1.849,1.541,1.681,0.7,20.0,0.0,0.3,0.144,2.254,1.878,2.049,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000827
0.127,1.664,1.386,1.512,0.7,20.0,0.0,0.3,0.13,2.281,1.901,2.074,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000212
0.171,1.779,1.483,1.618,0.7,10.0,0.0,0.3,0.158,1.712,1.426,1.556,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000436
0.168,1.961,1.634,1.783,0.7,10.0,0.0,0.3,0.16,2.045,1.704,1.859,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00102
0.17,2.131,1.776,1.937,0.7,10.0,0.0,0.3,0.176,2.342,1.952,2.129,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00181
0.165,2.404,2.004,2.186,0.7,10.0,0.0,0.3,0.206,2.432,2.027,2.211,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00235
0.174,2.593,2.16,2.357,0.7,10.0,0.0,0.3,0.221,2.555,2.129,2.323,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00292
0.131,1.686,1.405,1.533,0.7,10.0,0.0,0.3,0.149,1.647,1.372,1.497,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.00019
0.125,1.986,1.655,1.805,0.7,10.0,0.0,0.3,0.151,2.138,1.782,1.944,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000771
0.139,1.858,1.548,1.689,0.7,10.0,0.0,0.3,0.164,2.15,1.792,1.955,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000704
0.123,1.681,1.401,1.528,0.7,10.0,0.0,0.3,0.15,2.306,1.922,2.096,0.3,0.0,1.0,4.0,4.0,4.0,4.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.000235
0.11,1.438,1.24,1.307,0.554,30.0,10.0,0.121,0.066,1.438,1.276,1.307,0.121,0.0,1.0,1.0,0.0,0.46,2.47,0.411,0.4,0.009,0.0,0.4,0.21,0.05,0.0
0.068,1.498,1.288,1.362,0.554,30.0,10.0,0.121,0.061,1.498,1.232,1.362,0.121,0.0,1.0,1.0,0.0,0.45,2.63,0.411,0.4,0.009,0.0,0.4,0.21,0.05,0.0
0.095,1.738,1.515,1.58,0.554,30.0,10.0,0.121,0.064,1.738,1.432,1.58,0.121,0.0,1.0,1.0,0.0,0.46,2.54,0.411,0.4,0.009,0.0,0.4,0.21,0.05,2.48231e-07
0.1,1.359,1.163,1.236,0.554,30.0,10.0,0.121,0.065,1.359,1.196,1.236,0.121,0.0,1.0,1.0,0.0,0.46,2.5,0.411,0.4,0.009,0.0,0.4,0.21,0.05,0.0
0.118,1.498,1.318,1.362,0.554,30.0,10.0,0.121,0.065,1.498,1.27,1.362,0.121,0.0,1.0,1.0,0.0,0.46,2.5,0.411,0.4,0.009,0.0,0.4,0.21,0.05,1.78136e-07
0.141,1.621,1.419,1.474,0.554,30.0,10.0,0.121,0.064,1.621,1.482,1.474,0.121,0.0,1.0,1.0,0.0,0.46,2.53,0.411,0.4,0.009,0.0,0.4,0.21,0.05,3.04034e-07
0.079,1.614,1.407,1.467,0.554,30.0,10.0,0.121,0.06,1.614,1.386,1.467,0.121,0.0,1.0,1.0,0.0,0.45,2.68,0.411,0.4,0.009,0.0,0.4,0.21,0.05,0.0
0.107,1.438,1.264,1.307,0.604,30.0,10.0,0.171,0.091,1.438,1.194,1.307,0.171,0.0,1.0,1.0,0.0,0.29,1.75,0.361,0.4,0.059,0.0,0.4,0.16,0.05,1.40004e-06
0.067,1.498,1.308,1.362,0.604,30.0,10.0,0.171,0.063,1.498,1.266,1.362,0.171,0.0,1.0,1.0,0.0,0.19,2.31,0.361,0.4,0.059,0.0,0.4,0.16,0.05,2.60576e-07
0.093,1.738,1.492,1.58,0.604,30.0,10.0,0.171,0.068,1.986,1.497,1.805,0.171,0.0,1.0,1.0,0.0,0.21,2.17,0.361,0.4,0.059,0.0,0.4,0.16,0.05,1.80854e-06
0.098,1.359,1.182,1.236,0.604,30.0,10.0,0.171,0.082,1.359,1.13,1.236,0.171,0.0,1.0,1.0,0.0,0.26,1.88,0.361,0.4,0.059,0.0,0.4,0.16,0.05,1.31462e-06
0.12,1.498,1.297,1.362,0.604,30.0,10.0,0.171,0.085,1.498,1.206,1.362,0.171,0.0,1.0,1.0,0.0,0.27,1.84,0.361,0.4,0.059,0.0,0.4,0.16,0.05,1.60322e-06
0.142,1.621,1.423,1.474,0.604,30.0,10.0,0.171,0.082,1.621,1.372,1.474,0.171,0.0,1.0,1.0,0.0,0.26,1.89,0.361,0.4,0.059,0.0,0.4,0.16,0.05,2.95166e-06
0.081,1.614,1.417,1.467,0.604,30.0,10.0,0.171,0.06,1.614,1.298,1.467,0.171,0.0,1.0,1.0,0.0,0.17,2.4,0.361,0.4,0.059,0.0,0.4,0.16,0.05,1.11976e-06
0.111,1.438,1.252,1.307,0.654,30.0,10.0,0.221,0.085,1.278,1.148,1.162,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,1.12339e-05
0.07,1.498,1.302,1.362,0.654,30.0,10.0,0.221,0.054,1.332,1.231,1.211,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,5.4858e-08
0.091,1.738,1.485,1.58,0.654,30.0,10.0,0.221,0.076,1.738,1.542,1.58,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,6.92064e-06
0.098,1.359,1.185,1.236,0.654,30.0,10.0,0.221,0.082,1.359,1.113,1.236,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,6.13655e-06
0.121,1.498,1.315,1.362,0.654,30.0,10.0,0.221,0.09,1.498,1.213,1.362,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,1.78615e-05
0.142,1.621,1.41,1.474,0.654,30.0,10.0,0.221,0.097,1.621,1.343,1.474,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,2.85318e-05
0.08,1.614,1.422,1.467,0.654,30.0,10.0,0.221,0.059,1.614,1.358,1.467,0.109,0.4,1.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.11,0.05,1.40159e-06
0.108,1.438,1.216,1.307,0.704,30.0,10.0,0.271,0.085,1.643,1.237,1.494,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,9.31946e-06
0.066,1.498,1.303,1.362,0.704,30.0,10.0,0.271,0.053,1.713,1.299,1.557,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,2.46861e-07
0.093,1.738,1.484,1.58,0.704,30.0,10.0,0.271,0.085,1.738,1.551,1.58,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,5.16476e-06
0.098,1.359,1.179,1.236,0.704,30.0,10.0,0.271,0.075,1.359,1.114,1.236,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,3.62185e-06
0.119,1.498,1.319,1.362,0.704,30.0,10.0,0.271,0.091,1.498,1.283,1.362,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,2.20522e-05
0.143,1.621,1.456,1.474,0.704,30.0,10.0,0.271,0.101,1.621,1.433,1.474,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,5.64191e-05
0.079,1.614,1.452,1.467,0.704,30.0,10.0,0.271,0.055,1.614,1.429,1.467,0.159,0.4,1.0,0.0,0.0,0.0,0.0,0.261,0.0,0.0,0.0,0.0,0.06,0.05,0.0
2.456,7.522,5.868,6.839,24.883,30.0,14.0,3.633,2.189,7.297,6.081,6.634,1.383,8.0,1.0,0.0,0.0,0.0,0.0,7.008,0.0,0.0,0.0,0.0,2.988,1.0,8.63333e-05
2.522,7.452,5.813,6.774,25.55,30.0,15.0,4.3,2.355,7.11,5.925,6.464,2.05,8.0,1.0,0.0,0.0,0.0,0.0,6.34,0.0,0.0,0.0,0.0,2.32,1.0,0.001383144
2.531,7.458,5.818,6.78,25.95,30.0,15.0,4.7,2.426,7.086,5.905,6.442,2.45,8.0,1.0,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,1.92,1.0,0.003296644
2.512,7.465,5.823,6.786,26.198,30.0,16.0,4.948,2.431,7.086,5.905,6.442,2.698,8.0,1.0,0.0,0.0,0.0,0.0,5.693,0.0,0.0,0.0,0.0,1.673,1.0,0.00323905
2.468,7.471,5.828,6.792,26.293,30.0,17.0,5.043,2.404,7.086,5.905,6.442,2.793,8.0,1.0,0.0,0.0,0.0,0.0,5.598,0.0,0.0,0.0,0.0,1.578,1.0,0.001813483
2.369,7.474,5.83,6.795,26.3,30.0,17.0,5.05,2.325,7.086,5.905,6.442,2.8,8.0,1.0,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,1.57,1.0,0.001146978
2.216,7.474,5.83,6.795,26.22,30.0,18.0,4.97,2.196,7.086,5.905,6.442,2.72,8.0,1.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,1.65,1.0,0.000606733
2.068,7.631,5.953,6.938,26.01,30.0,13.0,4.76,2.082,7.297,6.081,6.634,2.51,8.0,1.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,1.86,1.0,0.00170505
1.92,7.946,6.198,7.223,25.67,30.0,8.0,4.42,1.987,7.695,6.413,6.995,2.17,8.0,1.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,2.2,1.0,0.000493817
1.753,8.183,6.383,7.439,25.225,30.0,2.0,3.975,1.862,7.906,6.588,7.187,1.725,8.0,1.0,0.0,0.0,0.0,0.0,6.665,0.0,0.0,0.0,0.0,2.645,1.0,0.000252256
1.564,8.343,6.508,7.584,24.675,30.0,5.0,3.425,1.709,8.006,6.672,7.278,3.425,0.0,1.0,1.0,0.0,0.27,1.83,7.215,8.0,1.175,0.0,8.0,3.195,1.0,0.000597817
1.399,8.189,6.388,7.445,24.115,30.0,3.0,2.865,1.542,7.906,6.588,7.187,2.865,0.0,1.0,1.0,0.0,0.37,2.1,7.775,8.0,0.615,0.0,8.0,3.755,1.0,0.000190883
1.256,7.721,6.023,7.019,23.545,30.0,1.0,2.295,1.355,7.492,6.243,6.811,2.295,0.0,1.0,1.0,0.0,0.49,2.46,8.345,8.0,0.045,0.0,8.0,4.325,1.0,6.15667e-05
2.023,6.756,5.27,6.142,25.77,30.0,30.0,4.52,1.955,6.55,5.458,5.955,2.27,8.0,1.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.0,2.1,1.0,0.000938456
2.078,6.763,5.275,6.148,25.97,30.0,19.0,4.72,2.002,6.55,5.458,5.955,2.47,8.0,1.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,1.9,1.0,0.000270278
2.132,6.769,5.28,6.154,26.17,30.0,7.0,4.92,2.047,6.55,5.458,5.955,2.67,8.0,1.0,0.0,0.0,0.0,0.0,5.72,0.0,0.0,0.0,0.0,1.7,1.0,0.000422733
2.144,6.936,5.41,6.305,26.11,30.0,9.0,4.86,2.076,6.718,5.598,6.107,2.61,8.0,1.0,0.0,0.0,0.0,0.0,5.78,0.0,0.0,0.0,0.0,1.76,1.0,0.000289061
2.155,7.103,5.54,6.457,26.05,30.0,8.0,4.8,2.103,6.789,5.658,6.172,2.55,8.0,1.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,1.82,1.0,0.000276517
2.056,6.942,5.415,6.311,25.765,30.0,4.0,4.515,2.002,6.718,5.598,6.107,2.265,8.0,1.0,0.0,0.0,0.0,0.0,6.125,0.0,0.0,0.0,0.0,2.105,1.0,0.000107072
1.956,6.782,5.29,6.166,25.48,30.0,5.0,4.23,1.901,6.55,5.458,5.955,1.98,8.0,1.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0,0.0,2.39,1.0,4.94333e-05
1.807,6.936,5.41,6.305,25.005,30.0,10.0,3.755,1.788,6.718,5.598,6.107,1.505,8.0,1.0,0.0,0.0,0.0,0.0,6.885,0.0,0.0,0.0,0.0,2.865,1.0,7.65e-05
1.653,7.09,5.53,6.445,24.53,30.0,14.0,3.28,1.666,6.789,5.658,6.172,3.28,0.0,1.0,1.0,0.0,0.29,1.89,7.36,8.0,1.03,0.0,8.0,3.34,1.0,0.000141194
1.533,7.09,5.53,6.445,23.965,30.0,30.0,2.715,1.537,6.789,5.658,6.172,2.715,0.0,1.0,1.0,0.0,0.4,2.13,7.925,8.0,0.465,0.0,8.0,3.905,1.0,0.000165467
0.1321235,1.67,1.46,1.5182,0.75,1000.0,0.0,0.75,0.1321,1.67,1.46,1.5182,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,0.0
0.17504326,1.67,1.48,1.5182,0.75,1000.0,0.0,0.75,0.175,1.67,1.48,1.5182,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,1.6e-07
0.21228895,1.78,1.5,1.6182,0.75,1000.0,0.0,0.75,0.2123,1.78,1.5,1.6182,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,7.61905e-06
0.126716,2.23,2.02,2.0273,0.75,1000.0,0.0,0.75,0.1267,2.23,2.02,2.0273,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,0.0
0.17143896,2.23,2.05,2.0273,0.75,1000.0,0.0,0.75,0.1714,2.23,2.05,2.0273,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,2.94e-05
0.1276305,2.97,2.55,2.7,0.75,1000.0,0.0,0.75,0.1276,2.97,2.55,2.7,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,6.4e-08
0.17181458,2.97,2.51,2.7,0.75,1000.0,0.0,0.75,0.1718,2.97,2.51,2.7,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,3.32214e-05
0.21207403,2.97,2.45,2.7,0.75,1000.0,0.0,0.75,0.2121,2.97,2.45,2.7,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,0.000230528
0.24840882,2.97,2.43,2.7,0.75,1000.0,0.0,0.75,0.2484,2.97,2.43,2.7,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,0.000566478
0.119225,3.34,2.94,3.0364,0.75,1000.0,0.0,0.75,0.1192,3.34,2.94,3.0364,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,0.0
0.166523,3.56,2.93,3.2364,0.75,1000.0,0.0,0.75,0.1665,3.56,2.93,3.2364,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,2.50172e-05
0.213597,3.34,2.85,3.0364,0.75,1000.0,0.0,0.75,0.2136,3.34,2.85,3.0364,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,0.000302696
0.164247,1.67,1.46,1.5182,0.75,1000.0,0.0,0.75,0.1642,1.67,1.46,1.5182,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,1.04e-06
0.21008652,1.67,1.48,1.5182,0.75,1000.0,0.0,0.75,0.2101,1.67,1.48,1.5182,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,2.616e-05
0.24457788,1.78,1.5,1.6182,0.75,1000.0,0.0,0.75,0.2446,1.78,1.5,1.6182,0.75,0.0,0.4,2.0,2.0,2.0,2.0,0.35,0.0,0.0,0.0,0.0,0.35,0.204,6.384e-05
